user_id	book_id	rating	time
3021	192	5	2024-01-01 01:19:00
3021	214	3	2024-01-01 01:22:00
3021	159	3	2024-01-01 01:23:00
3021	175	3	2024-01-01 01:24:00
3021	201	3	2024-01-01 01:25:00
3021	291	4	2024-01-01 01:33:00
3021	1	4	2024-01-01 01:35:00
3021	20	4	2024-01-01 01:36:00
3021	17	4	2024-01-01 01:37:00
3021	98	4	2024-01-01 01:38:00
3059	10	5	2024-01-01 00:00:00
3059	4	4	2024-01-01 00:01:00
3059	43	5	2024-01-01 00:02:00
3059	5	4	2024-01-01 00:03:00
3059	48	4	2024-01-01 00:04:00
3059	432	3	2024-01-01 00:05:00
3059	709	3	2024-01-01 00:08:00
3059	456	3	2024-01-01 00:09:00
3059	899	4	2024-01-01 00:10:00
3059	1088	5	2024-01-01 00:20:00
3059	133	3	2024-01-01 00:21:00
3059	225	5	2024-01-01 00:22:00
3059	129	3	2024-01-01 00:23:00
3059	113	3	2024-01-01 00:24:00
3059	461	4	2024-01-01 00:26:00
3059	829	5	2024-01-01 00:27:00
3059	63	4	2024-01-01 00:28:00
3059	29	4	2024-01-01 00:29:00
3059	8	3	2024-01-01 00:30:00
3059	42	4	2024-01-01 00:31:00
3059	664	4	2024-01-01 00:32:00
3059	87	5	2024-01-01 00:36:00
3059	76	5	2024-01-01 00:38:00
3059	71	4	2024-01-01 00:39:00
3059	230	4	2024-01-01 00:40:00
3059	171	5	2024-01-01 00:41:00
3059	172	4	2024-01-01 00:45:00
3059	451	4	2024-01-01 00:46:00
3059	124	4	2024-01-01 00:47:00
3059	11	5	2024-01-01 00:48:00
3059	150	3	2024-01-01 00:49:00
3059	378	5	2024-01-01 00:50:00
3059	273	4	2024-01-01 00:51:00
3059	848	4	2024-01-01 00:52:00
3059	1159	5	2024-01-01 00:53:00
3059	779	5	2024-01-01 00:58:00
3059	901	5	2024-01-01 01:00:00
3059	148	4	2024-01-01 01:01:00
3059	38	4	2024-01-01 01:03:00
3059	22	4	2024-01-01 01:04:00
3059	697	5	2024-01-01 01:05:00
3059	60	4	2024-01-01 01:06:00
3059	522	3	2024-01-01 01:07:00
3059	820	4	2024-01-01 01:08:00
3059	494	4	2024-01-01 01:09:00
3059	407	5	2024-01-01 01:10:00
3059	948	4	2024-01-01 01:11:00
3059	333	4	2024-01-01 01:20:00
3059	67	4	2024-01-01 01:21:00
3059	258	4	2024-01-01 01:22:00
3059	737	4	2024-01-01 01:25:00
3059	45	4	2024-01-01 01:28:00
3059	291	5	2024-01-01 01:29:00
3059	906	4	2024-01-01 01:30:00
3455	84	4	2024-01-01 00:11:00
3455	487	3	2024-01-01 00:12:00
3455	693	5	2024-01-01 00:13:00
3455	575	4	2024-01-01 00:14:00
3455	640	3	2024-01-01 00:15:00
3455	123	5	2024-01-01 00:20:00
3455	596	5	2024-01-01 00:21:00
3455	1057	5	2024-01-01 00:22:00
3455	362	4	2024-01-01 00:26:00
3455	219	5	2024-01-01 00:27:00
3455	493	4	2024-01-01 00:28:00
3455	10	4	2024-01-01 00:33:00
3455	161	5	2024-01-01 00:36:00
3455	155	5	2024-01-01 00:37:00
3455	19	5	2024-01-01 00:38:00
3455	7	5	2024-01-01 00:39:00
3455	13	4	2024-01-01 00:40:00
3455	55	4	2024-01-01 00:41:00
3455	126	4	2024-01-01 00:42:00
3455	4	5	2024-01-01 00:43:00
3455	8	3	2024-01-01 00:44:00
3455	225	5	2024-01-01 00:45:00
3455	32	3	2024-01-01 00:46:00
3455	181	4	2024-01-01 00:49:00
3455	2	3	2024-01-01 00:51:00
3455	18	4	2024-01-01 00:52:00
3455	24	4	2024-01-01 00:53:00
3455	27	5	2024-01-01 00:54:00
3455	25	5	2024-01-01 00:55:00
3455	21	4	2024-01-01 00:56:00
3455	23	3	2024-01-01 00:57:00
3455	264	5	2024-01-01 01:04:00
3455	54	4	2024-01-01 01:06:00
3455	867	3	2024-01-01 01:24:00
3687	27	5	2024-01-01 00:00:00
3687	25	5	2024-01-01 00:01:00
3687	49	5	2024-01-01 00:02:00
3687	52	4	2024-01-01 00:03:00
3687	500	3	2024-01-01 00:04:00
3687	223	5	2024-01-01 00:07:00
3687	356	4	2024-01-01 00:17:00
3687	793	5	2024-01-01 00:19:00
3687	77	4	2024-01-01 00:21:00
3687	486	5	2024-01-01 00:22:00
3687	373	5	2024-01-01 00:23:00
3687	21	5	2024-01-01 00:25:00
3687	1	4	2024-01-01 00:26:00
3687	175	4	2024-01-01 00:27:00
3687	11	5	2024-01-01 00:28:00
3687	5	3	2024-01-01 00:29:00
3687	476	4	2024-01-01 00:30:00
3687	363	4	2024-01-01 00:31:00
3687	120	3	2024-01-01 00:36:00
3687	541	4	2024-01-01 00:38:00
3687	443	5	2024-01-01 00:40:00
3687	615	4	2024-01-01 00:41:00
3687	328	5	2024-01-01 00:44:00
3687	2	5	2024-01-01 00:49:00
3687	159	4	2024-01-01 00:50:00
3687	368	3	2024-01-01 00:51:00
3687	29	4	2024-01-01 01:01:00
3687	555	5	2024-01-01 01:02:00
3687	325	5	2024-01-01 01:06:00
4235	193	5	2024-01-01 00:01:00
4235	47	5	2024-01-01 00:02:00
4235	314	3	2024-01-01 00:04:00
4235	58	3	2024-01-01 00:05:00
4235	263	5	2024-01-01 00:08:00
4235	388	5	2024-01-01 00:13:00
4235	627	5	2024-01-01 00:17:00
4235	728	5	2024-01-01 00:18:00
4235	549	5	2024-01-01 00:19:00
4235	241	5	2024-01-01 00:20:00
4235	905	4	2024-01-01 00:21:00
4235	868	5	2024-01-01 00:22:00
4235	85	5	2024-01-01 00:25:00
4235	102	5	2024-01-01 00:26:00
4235	296	5	2024-01-01 00:27:00
4235	36	5	2024-01-01 00:28:00
4235	661	5	2024-01-01 00:29:00
4235	454	5	2024-01-01 00:30:00
4235	369	5	2024-01-01 00:40:00
4235	49	3	2024-01-01 00:49:00
4235	56	4	2024-01-01 00:51:00
4235	808	4	2024-01-01 00:52:00
4235	195	5	2024-01-01 00:53:00
4235	417	4	2024-01-01 00:54:00
4235	133	5	2024-01-01 00:55:00
4235	1	5	2024-01-01 00:56:00
4235	901	4	2024-01-01 00:57:00
4235	1024	4	2024-01-01 00:58:00
4235	31	5	2024-01-01 00:59:00
4235	501	3	2024-01-01 01:00:00
4235	396	4	2024-01-01 01:01:00
4235	81	4	2024-01-01 01:05:00
4235	17	4	2024-01-01 01:07:00
4235	20	4	2024-01-01 01:12:00
4235	100	4	2024-01-01 01:13:00
4235	192	4	2024-01-01 01:14:00
4235	923	3	2024-01-01 01:15:00
4235	208	3	2024-01-01 01:16:00
4235	160	5	2024-01-01 01:18:00
4235	43	4	2024-01-01 01:21:00
4235	677	4	2024-01-01 01:23:00
4235	185	4	2024-01-01 01:26:00
4235	362	3	2024-01-01 01:27:00
4434	531	5	2024-01-01 00:00:00
4434	191	5	2024-01-01 00:01:00
4434	126	5	2024-01-01 00:03:00
4434	1394	4	2024-01-01 00:04:00
4434	526	5	2024-01-01 00:06:00
4434	135	4	2024-01-01 00:13:00
4434	1034	4	2024-01-01 00:16:00
4434	1363	4	2024-01-01 00:17:00
4434	1228	3	2024-01-01 00:18:00
4434	39	4	2024-01-01 00:21:00
4434	1340	5	2024-01-01 00:22:00
4434	450	3	2024-01-01 00:27:00
4434	1127	4	2024-01-01 00:28:00
4434	1450	4	2024-01-01 00:29:00
4434	110	4	2024-01-01 00:30:00
4434	1304	4	2024-01-01 00:31:00
4434	165	3	2024-01-01 00:33:00
4434	891	3	2024-01-01 00:34:00
4434	188	3	2024-01-01 00:40:00
4434	7	5	2024-01-01 00:41:00
4434	189	4	2024-01-01 00:42:00
4434	611	3	2024-01-01 00:43:00
4434	192	5	2024-01-01 00:44:00
4434	307	4	2024-01-01 00:45:00
4434	70	5	2024-01-01 00:50:00
4434	760	4	2024-01-01 00:51:00
4434	167	5	2024-01-01 00:55:00
4434	312	3	2024-01-01 00:56:00
4434	109	4	2024-01-01 01:08:00
4434	53	4	2024-01-01 01:10:00
4434	345	3	2024-01-01 01:11:00
4434	13	3	2024-01-01 01:14:00
4434	54	5	2024-01-01 01:15:00
4463	126	5	2024-01-01 00:04:00
4463	718	3	2024-01-01 00:06:00
4463	365	4	2024-01-01 00:07:00
4463	322	3	2024-01-01 00:09:00
4463	766	4	2024-01-01 00:14:00
4463	587	4	2024-01-01 00:21:00
4463	177	5	2024-01-01 00:22:00
4463	65	4	2024-01-01 00:24:00
4463	1074	4	2024-01-01 00:25:00
4463	284	3	2024-01-01 00:29:00
4463	71	5	2024-01-01 00:31:00
4463	100	5	2024-01-01 00:36:00
4463	360	3	2024-01-01 00:37:00
4463	974	3	2024-01-01 00:38:00
4463	323	4	2024-01-01 00:41:00
4463	765	5	2024-01-01 00:43:00
4463	546	4	2024-01-01 00:46:00
4463	350	5	2024-01-01 00:47:00
4463	344	4	2024-01-01 00:50:00
4463	426	4	2024-01-01 00:54:00
4463	709	4	2024-01-01 00:55:00
4463	483	4	2024-01-01 00:56:00
4463	131	4	2024-01-01 00:57:00
4463	494	3	2024-01-01 00:58:00
4463	7	5	2024-01-01 00:59:00
4463	5	3	2024-01-01 01:00:00
4463	8	4	2024-01-01 01:01:00
5102	249	4	2024-01-01 00:00:00
5102	111	3	2024-01-01 00:01:00
5102	46	3	2024-01-01 00:02:00
5102	38	5	2024-01-01 00:04:00
5102	81	5	2024-01-01 00:05:00
5102	119	5	2024-01-01 00:06:00
5102	64	4	2024-01-01 00:07:00
5102	60	4	2024-01-01 00:08:00
5102	13	5	2024-01-01 00:09:00
5102	4	5	2024-01-01 00:10:00
5102	82	3	2024-01-01 00:11:00
5102	236	5	2024-01-01 00:12:00
5102	104	4	2024-01-01 00:13:00
5102	117	5	2024-01-01 00:15:00
5102	508	4	2024-01-01 00:16:00
5102	100	5	2024-01-01 00:17:00
5102	101	4	2024-01-01 00:18:00
5102	22	4	2024-01-01 00:19:00
5102	57	3	2024-01-01 00:20:00
5102	414	5	2024-01-01 00:21:00
5102	595	5	2024-01-01 00:23:00
5102	381	3	2024-01-01 00:26:00
5102	238	4	2024-01-01 00:27:00
5102	67	5	2024-01-01 00:28:00
5102	156	5	2024-01-01 00:29:00
5102	3	5	2024-01-01 00:30:00
5102	11	4	2024-01-01 00:31:00
5102	26	4	2024-01-01 00:32:00
5102	32	3	2024-01-01 00:34:00
5102	455	4	2024-01-01 00:35:00
5102	16	5	2024-01-01 00:38:00
5102	344	4	2024-01-01 00:39:00
5102	193	5	2024-01-01 00:40:00
5102	526	3	2024-01-01 00:41:00
5102	758	5	2024-01-01 00:43:00
5102	98	5	2024-01-01 00:45:00
5102	140	4	2024-01-01 00:46:00
5102	584	4	2024-01-01 00:47:00
5102	20	5	2024-01-01 00:48:00
5102	563	3	2024-01-01 00:51:00
5102	41	5	2024-01-01 00:59:00
5102	550	4	2024-01-01 01:00:00
5102	91	4	2024-01-01 01:01:00
5102	259	4	2024-01-01 01:02:00
5102	151	3	2024-01-01 01:03:00
5102	211	4	2024-01-01 01:04:00
5102	677	5	2024-01-01 01:07:00
5102	214	4	2024-01-01 01:09:00
5102	14	4	2024-01-01 01:10:00
5102	159	4	2024-01-01 01:11:00
5487	3	5	2024-01-01 00:00:00
5487	49	4	2024-01-01 00:01:00
5487	52	5	2024-01-01 00:02:00
5487	56	5	2024-01-01 00:03:00
5487	73	4	2024-01-01 00:04:00
5487	142	5	2024-01-01 00:05:00
5487	186	5	2024-01-01 00:07:00
5487	700	4	2024-01-01 00:10:00
5487	156	4	2024-01-01 00:14:00
5487	455	4	2024-01-01 00:15:00
5487	64	5	2024-01-01 00:17:00
5487	328	5	2024-01-01 00:18:00
5487	331	3	2024-01-01 00:19:00
5487	606	4	2024-01-01 00:23:00
5487	575	4	2024-01-01 00:39:00
5487	994	4	2024-01-01 00:40:00
5487	228	4	2024-01-01 00:43:00
5487	133	3	2024-01-01 00:44:00
5487	270	3	2024-01-01 00:45:00
5487	212	3	2024-01-01 00:52:00
5487	269	4	2024-01-01 00:53:00
5487	78	4	2024-01-01 00:54:00
5487	310	3	2024-01-01 00:55:00
5487	306	3	2024-01-01 00:56:00
5487	38	5	2024-01-01 01:00:00
5487	150	5	2024-01-01 01:02:00
5487	381	3	2024-01-01 01:03:00
5487	509	3	2024-01-01 01:04:00
5487	60	3	2024-01-01 01:05:00
5487	26	4	2024-01-01 01:08:00
5487	311	4	2024-01-01 01:09:00
5487	33	5	2024-01-01 01:10:00
5487	840	4	2024-01-01 01:11:00
5487	411	3	2024-01-01 01:13:00
5487	625	4	2024-01-01 01:14:00
5487	15	4	2024-01-01 01:16:00
5487	13	3	2024-01-01 01:17:00
5487	43	3	2024-01-01 01:19:00
5487	256	5	2024-01-01 01:21:00
5487	119	4	2024-01-01 01:24:00
5487	195	3	2024-01-01 01:25:00
5487	42	4	2024-01-01 01:26:00
5487	4	3	2024-01-01 01:27:00
5487	261	4	2024-01-01 01:28:00
5487	46	4	2024-01-01 01:29:00
5487	2	5	2024-01-01 01:30:00
5487	10	4	2024-01-01 01:32:00
5487	115	3	2024-01-01 01:33:00
5487	100	4	2024-01-01 01:34:00
5487	31	5	2024-01-01 01:35:00
5487	25	5	2024-01-01 01:36:00
5487	81	4	2024-01-01 01:37:00
5487	18	5	2024-01-01 01:38:00
5487	24	5	2024-01-01 01:40:00
5487	198	3	2024-01-01 01:41:00
5487	63	3	2024-01-01 01:42:00
5487	76	4	2024-01-01 01:43:00
5487	273	4	2024-01-01 01:46:00
5487	28	3	2024-01-01 01:47:00
5487	89	3	2024-01-01 01:48:00
5487	487	4	2024-01-01 01:51:00
5487	773	3	2024-01-01 01:52:00
5487	126	5	2024-01-01 01:53:00
5487	304	5	2024-01-01 01:54:00
6144	256	4	2024-01-01 00:00:00
6144	46	4	2024-01-01 00:03:00
6144	463	4	2024-01-01 00:05:00
6144	554	3	2024-01-01 00:06:00
6144	207	4	2024-01-01 00:07:00
6144	912	4	2024-01-01 00:08:00
6144	996	4	2024-01-01 00:09:00
6144	1067	4	2024-01-01 00:10:00
6144	1151	4	2024-01-01 00:11:00
6144	1226	4	2024-01-01 00:12:00
6144	1232	4	2024-01-01 00:13:00
6144	1181	4	2024-01-01 00:14:00
6144	1267	4	2024-01-01 00:17:00
6144	49	4	2024-01-01 00:26:00
6144	743	5	2024-01-01 00:28:00
6144	52	3	2024-01-01 00:29:00
6144	56	4	2024-01-01 00:30:00
6144	521	4	2024-01-01 00:52:00
6144	208	3	2024-01-01 00:55:00
6144	1	4	2024-01-01 00:56:00
6144	20	4	2024-01-01 00:57:00
6144	17	4	2024-01-01 00:58:00
6144	34	3	2024-01-01 00:59:00
6144	324	4	2024-01-01 01:00:00
6144	164	4	2024-01-01 01:02:00
6144	30	3	2024-01-01 01:03:00
6144	698	4	2024-01-01 01:04:00
6144	31	3	2024-01-01 01:11:00
6144	438	4	2024-01-01 01:12:00
6144	235	3	2024-01-01 01:13:00
7041	125	5	2024-01-01 00:00:00
7041	353	3	2024-01-01 00:01:00
7041	682	4	2024-01-01 00:07:00
7041	62	4	2024-01-01 00:08:00
7041	368	5	2024-01-01 00:09:00
7041	480	5	2024-01-01 00:10:00
7041	255	5	2024-01-01 00:11:00
7041	167	5	2024-01-01 00:13:00
7041	322	5	2024-01-01 00:14:00
7041	377	5	2024-01-01 00:15:00
7041	56	3	2024-01-01 00:19:00
7041	54	5	2024-01-01 00:20:00
7041	85	5	2024-01-01 00:21:00
7041	7	4	2024-01-01 00:22:00
7041	229	4	2024-01-01 00:23:00
7041	26	3	2024-01-01 00:24:00
7041	102	5	2024-01-01 00:25:00
7041	597	4	2024-01-01 00:27:00
7041	9	4	2024-01-01 00:28:00
7041	439	5	2024-01-01 00:30:00
7041	301	4	2024-01-01 00:32:00
7041	278	5	2024-01-01 00:33:00
7041	158	3	2024-01-01 00:35:00
7041	402	5	2024-01-01 00:37:00
7041	824	4	2024-01-01 00:38:00
7041	341	4	2024-01-01 00:39:00
7041	512	4	2024-01-01 00:40:00
7041	271	3	2024-01-01 00:41:00
7041	1167	5	2024-01-01 00:42:00
7041	117	4	2024-01-01 00:44:00
7041	37	3	2024-01-01 00:45:00
7041	114	4	2024-01-01 00:46:00
7041	48	4	2024-01-01 00:47:00
7041	13	5	2024-01-01 00:48:00
7041	79	4	2024-01-01 00:49:00
7041	58	5	2024-01-01 00:50:00
7041	50	5	2024-01-01 00:51:00
7041	8	5	2024-01-01 00:52:00
7041	792	5	2024-01-01 00:54:00
7041	977	5	2024-01-01 00:55:00
7041	97	4	2024-01-01 00:56:00
7041	371	3	2024-01-01 00:58:00
7041	55	5	2024-01-01 00:59:00
7041	71	4	2024-01-01 01:00:00
7041	14	4	2024-01-01 01:02:00
7041	65	5	2024-01-01 01:03:00
7041	337	5	2024-01-01 01:04:00
7123	767	5	2024-01-01 00:03:00
7123	494	5	2024-01-01 00:04:00
7123	801	4	2024-01-01 00:05:00
7123	1030	3	2024-01-01 00:06:00
7123	104	4	2024-01-01 00:08:00
7123	212	4	2024-01-01 00:09:00
7123	727	4	2024-01-01 00:10:00
7123	47	4	2024-01-01 00:14:00
7123	380	5	2024-01-01 00:15:00
7123	320	4	2024-01-01 00:17:00
7123	1	5	2024-01-01 00:18:00
7123	484	5	2024-01-01 00:19:00
7123	146	5	2024-01-01 00:20:00
7123	822	4	2024-01-01 00:21:00
7123	100	5	2024-01-01 00:22:00
7123	430	5	2024-01-01 00:23:00
7123	2	5	2024-01-01 00:24:00
7123	185	4	2024-01-01 00:25:00
7123	122	3	2024-01-01 00:26:00
7123	551	3	2024-01-01 00:27:00
7123	84	4	2024-01-01 00:28:00
7123	239	4	2024-01-01 00:29:00
7123	426	4	2024-01-01 00:30:00
7123	520	4	2024-01-01 00:31:00
7123	306	5	2024-01-01 00:32:00
7123	883	3	2024-01-01 00:34:00
7123	869	4	2024-01-01 00:35:00
7123	930	4	2024-01-01 00:36:00
7123	272	4	2024-01-01 00:37:00
7123	453	4	2024-01-01 00:38:00
7123	919	4	2024-01-01 00:39:00
7123	733	4	2024-01-01 00:40:00
7123	311	5	2024-01-01 00:41:00
7123	948	3	2024-01-01 00:42:00
7123	106	4	2024-01-01 00:46:00
7123	745	4	2024-01-01 00:47:00
7123	495	5	2024-01-01 00:48:00
7123	574	4	2024-01-01 00:50:00
7123	1021	3	2024-01-01 00:52:00
7123	236	5	2024-01-01 00:53:00
7123	1048	3	2024-01-01 00:54:00
7123	114	3	2024-01-01 01:04:00
7123	144	5	2024-01-01 01:05:00
7123	771	4	2024-01-01 01:06:00
7123	508	4	2024-01-01 01:08:00
7123	208	4	2024-01-01 01:09:00
7348	4	4	2024-01-01 00:00:00
7348	14	3	2024-01-01 00:01:00
7348	58	3	2024-01-01 00:02:00
7348	29	3	2024-01-01 00:03:00
7348	79	3	2024-01-01 00:04:00
7348	194	4	2024-01-01 00:05:00
7348	100	3	2024-01-01 00:06:00
7348	56	4	2024-01-01 00:07:00
7348	49	4	2024-01-01 00:08:00
7348	3	4	2024-01-01 00:09:00
7348	2	5	2024-01-01 00:10:00
7348	25	5	2024-01-01 00:11:00
7348	18	5	2024-01-01 00:12:00
7348	24	5	2024-01-01 00:13:00
7348	27	5	2024-01-01 00:14:00
7348	21	5	2024-01-01 00:15:00
7348	23	5	2024-01-01 00:16:00
7348	399	4	2024-01-01 00:17:00
7348	314	4	2024-01-01 00:20:00
7348	19	4	2024-01-01 00:22:00
7348	10	3	2024-01-01 00:23:00
7348	37	5	2024-01-01 00:24:00
7348	15	4	2024-01-01 00:25:00
7348	155	4	2024-01-01 00:26:00
7348	161	4	2024-01-01 00:27:00
7348	62	5	2024-01-01 00:28:00
7348	225	4	2024-01-01 00:29:00
7348	219	5	2024-01-01 00:30:00
7348	44	4	2024-01-01 00:31:00
7348	335	3	2024-01-01 00:32:00
7348	368	5	2024-01-01 00:33:00
7348	480	5	2024-01-01 00:34:00
7348	321	4	2024-01-01 00:35:00
7348	116	3	2024-01-01 00:36:00
7348	937	5	2024-01-01 00:37:00
7348	641	5	2024-01-01 00:38:00
7348	97	3	2024-01-01 00:39:00
