user_id,book_id,rating
2981,136,4
2981,2215,5
2981,621,5
2981,999,5
2981,4815,5
2981,9022,3
2981,316,5
3021,2673,3
3021,2425,3
3021,1096,4
3021,6407,5
3021,92,5
3021,1411,3
3021,2643,4
3021,736,4
3455,4124,3
3455,4387,3
3455,3513,5
3455,5507,5
3455,3374,3
3455,5775,3
3455,5936,3
3455,6539,3
3455,4678,5
3455,3803,3
3455,7080,2
3455,84,4
3455,487,3
3455,693,5
3455,575,4
3455,640,3
3455,1296,3
3455,5343,3
3455,1677,4
3455,5739,3
3455,123,5
3455,596,5
3455,1057,5
3455,1301,3
3455,3273,3
3455,1986,3
3455,362,4
3455,219,5
3455,493,4
3455,1106,5
3455,6575,5
3455,8445,4
3455,1555,3
3455,10,4
3455,8229,5
3455,2115,5
3455,161,5
3455,155,5
3455,19,5
3455,7,5
3455,13,4
3455,55,4
3455,126,4
3455,4,5
3455,8,3
3455,225,5
3455,32,3
3455,1552,5
3455,4134,2
3455,181,4
3455,3404,3
3455,2,3
3455,18,4
3455,24,4
3455,27,5
3455,25,5
3455,21,4
3455,23,3
3455,5717,5
3455,538,2
3455,7238,3
3455,8491,3
3455,8185,3
3455,4789,3
3455,264,5
3455,1434,3
3455,54,4
3455,9216,4
3687,27,5
3687,25,5
3687,49,5
3687,52,4
3687,500,3
3687,5890,4
3687,1764,5
3687,223,5
3687,1397,5
3687,1172,5
3687,2642,4
3687,7195,4
3687,3769,4
3687,6183,4
3687,6233,4
3687,5855,5
3687,6235,5
3687,356,4
3687,9395,4
3687,793,5
3687,1020,5
3687,77,4
3687,486,5
3687,373,5
3687,1726,5
3687,21,5
2981,2445,4
2981,8412,3
2981,160,5
2981,179,3
2981,83,3
2981,133,4
2981,727,3
3455,3543,4
3021,258,5
3021,271,5
4434,531,5
4434,191,5
4434,1520,3
4434,126,5
4463,3600,3
4463,6892,3
4463,4071,2
4463,9036,4
4463,126,5
4463,2314,4
4463,718,3
4463,365,4
4463,2129,4
4463,322,3
4463,2937,4
4463,1895,5
4463,1572,3
4463,2353,4
4463,766,4
4463,3086,5
4463,3082,3
4463,3396,3
4463,3395,5
4463,3660,3
4463,3986,5
4463,587,4
4463,177,5
4463,2131,4
4463,65,4
4463,1074,4
4463,1704,5
4463,2770,4
4463,2552,5
4463,284,3
4463,9857,5
4463,71,5
4463,4504,4
4463,1444,5
4463,1318,4
4463,5865,4
4463,100,5
4463,360,3
4463,974,3
4463,5326,4
4463,4515,4
4463,323,4
4463,3913,3
4463,765,5
4463,5019,4
4463,7543,4
4463,546,4
3455,7714,5
3455,4715,2
4463,350,5
4463,1380,5
3455,5966,2
4463,2053,4
4463,344,4
3021,570,4
3021,795,4
3021,3476,4
3021,187,3
3021,104,4
3455,1407,3
3455,2594,4
3455,9330,3
3455,3745,2
3455,1618,5
3455,2940,5
4463,4202,4
2981,3175,5
3455,5867,5
1418,723,5
1418,2025,5
1418,8080,5
1418,8039,5
1418,249,5
1418,587,5
1418,8295,5
1418,40,5
1418,620,5
1418,100,5
1418,860,4
1418,1144,4
1418,1752,4
1418,2188,4
1418,3027,5
1418,4316,5
1418,4872,5
1418,5863,5
1418,33,5
1418,11,5
1418,67,5
1418,3021,4
1418,5932,5
1418,494,5
1418,2649,5
1418,1250,4
1418,2738,4
1418,4561,3
1418,6351,5
1418,1168,5
1418,410,5
1418,65,3
1418,405,4
1418,306,4
1418,8349,3
1418,5906,5
1418,489,5
1418,1283,4
1418,461,4
1418,150,5
1418,82,5
1418,236,5
1418,1096,5
3455,3175,4
1418,9962,5
1418,3600,3
4463,1928,5
3455,504,5
3455,730,2
6144,256,4
1418,779,5
3455,6961,3
3455,4944,4
4463,2517,4
6144,2630,2
3455,867,3
3455,73,4
4463,426,4
4463,709,4
4463,483,4
4463,131,4
4463,494,3
4463,7,5
4463,5,3
4463,8,4
4463,398,4
4463,8664,3
4463,7232,3
4463,4510,2
4463,736,4
4463,1411,5
4463,229,5
4463,529,3
4463,1168,3
4463,1960,3
4463,5804,4
4463,1571,3
4463,699,4
4463,444,5
4463,23,2
4463,21,3
4463,18,4
4463,24,3
4463,2,2
4463,1570,3
4463,297,4
4463,2025,3
4463,1299,3
4463,959,4
4463,7519,3
4463,1265,5
4463,490,5
4463,255,2
4463,7198,3
4463,614,2
4463,1642,4
4463,354,3
4463,2931,4
6144,5282,2
6144,46,4
3455,104,4
6144,1414,3
3455,3,1
6144,463,4
6144,554,3
7041,125,5
7041,353,3
7041,1908,4
7041,2806,4
7041,4800,3
7041,4078,4
7041,5134,4
7041,682,4
7041,62,4
7041,368,5
7041,480,5
7041,255,5
4235,1458,4
3455,205,4
5487,3,5
5487,49,4
5487,52,5
5487,56,5
5487,73,4
5487,142,5
5487,3729,3
5487,186,5
5487,1501,4
5487,1537,4
5487,700,4
5487,2710,4
5487,3516,4
5487,2044,4
5487,156,4
5487,455,4
5487,647,3
5487,64,5
5487,328,5
5487,331,3
5487,908,2
5487,1101,3
5487,4427,3
5487,606,4
5487,1463,5
5487,2198,5
5487,1418,5
5487,1931,5
5487,3096,5
5487,1686,4
5487,3492,4
5487,2811,5
5487,5232,4
5487,3530,5
5487,3938,5
5487,4553,3
5487,5160,3
5487,4799,3
5487,7506,5
5487,575,4
5487,994,4
5487,1656,4
5487,8053,4
5487,228,4
5487,133,3
5487,270,3
5487,1051,4
5487,1221,3
5487,1253,4
5487,1417,3
5487,47,1
5487,4096,4
5487,212,3
5487,269,4
5487,78,4
5487,310,3
5487,306,3
5487,108,2
5487,1655,3
5487,952,2
5487,38,5
5487,3394,3
5487,150,5
5487,381,3
5487,509,3
5487,60,3
5487,11,1
5487,2128,1
5487,26,4
5487,311,4
5487,33,5
5487,840,4
5487,7652,4
5487,411,3
5487,625,4
5487,1311,4
5487,15,4
5487,13,3
5487,94,1
5487,43,3
5487,4009,1
5487,256,5
3021,7205,4
3021,3,3
3021,49,3
3021,52,3
3021,56,3
3021,6636,3
3021,1544,4
3021,60,3
3021,572,5
3021,9222,3
6144,207,4
6144,912,4
6144,996,4
6144,1067,4
6144,1151,4
6144,1226,4
6144,1232,4
6144,1181,4
6144,1390,4
6144,1694,4
5487,4368,4
3455,8986,2
6144,1267,4
6144,1627,4
6144,1606,4
6144,1821,4
6144,3025,4
3021,119,5
3021,883,4
3021,407,5
3021,682,5
3021,867,3
3021,522,3
3021,1238,4
3021,653,4
3021,688,4
3021,467,4
3021,189,4
3021,131,3
3021,225,3
3021,80,4
3021,121,4
3021,66,4
3021,15,3
3021,255,3
3021,37,5
3021,48,5
3021,337,4
3021,178,4
3021,1214,3
3021,162,4
3021,461,4
3021,233,4
3021,323,5
3021,118,3
3021,301,4
3021,158,4
3021,180,2
3021,43,3
3021,177,4
3021,109,5
3021,172,4
3021,126,3
3021,79,4
3021,840,5
3021,2464,4
3021,8625,4
3021,7563,4
3021,6726,4
7348,4,4
7348,14,3
7348,58,3
7348,29,3
7348,79,3
7348,194,4
7348,100,3
7348,56,4
7348,49,4
7348,3,4
7348,2,5
7348,25,5
7348,18,5
7348,24,5
7348,27,5
7348,21,5
7348,23,5
7348,399,4
7348,1391,5
7348,1726,4
7348,314,4
7348,2007,4
7348,19,4
7348,10,3
7348,37,5
7348,15,4
7348,155,4
7348,161,4
7348,62,5
7348,225,4
7348,219,5
7348,44,4
7348,335,3
7348,368,5
7348,480,5
7348,321,4
7348,116,3
7348,937,5
7348,641,5
7348,97,3
7348,229,3
7348,204,3
7348,341,4
7348,358,1
7348,221,3
7348,361,3
7348,715,2
7348,646,2
7348,422,5
7348,364,1
7348,531,3
7348,577,3
7348,375,4
7348,336,3
7348,242,3
7348,1117,3
7348,293,4
7348,594,3
7348,478,4
7348,661,2
7348,767,3
7348,747,5
7348,505,5
7348,706,3
7348,2737,5
7348,651,2
7348,1178,3
7348,3406,3
7348,3595,2
7348,627,3
7348,639,3
7348,1204,3
7348,2732,3
7348,1953,3
7348,2076,3
7348,1379,3
7348,1260,5
7348,569,5
7348,1103,3
7348,3455,5
7348,2519,5
7348,1351,5
7348,1535,5
7348,1350,5
7348,4167,4
7348,5582,4
7348,6448,4
7348,1259,5
7348,547,3
7348,347,5
7348,332,5
7348,292,5
7348,542,5
7348,602,5
7348,9152,3
7348,8871,4
7348,251,1
7348,6855,4
7348,8098,4
6144,1701,3
6144,82,2
6144,7561,2
3021,3406,3
3021,6485,3
6144,9973,3
7348,4665,4
7348,6792,4
7348,2968,4
7348,4230,4
7348,4458,4
7348,6133,4
7348,5504,4
7348,5136,4
7348,5946,4
7348,54,4
7348,599,4
7348,751,4
7348,1014,4
7348,1332,4
3455,4588,4
3455,9911,4
3455,196,4
3021,191,4
4235,193,5
4235,47,5
4235,3692,3
4235,314,3
4235,58,3
4235,1635,5
4235,2064,5
4235,263,5
4235,2625,5
4235,844,5
4235,1603,5
4235,1984,4
4235,388,5
4235,3078,5
4235,1452,4
4235,2879,5
4235,627,5
4235,728,5
4235,549,5
4235,241,5
4235,905,4
4235,868,5
4235,2039,5
4235,2127,5
4235,85,5
4235,102,5
4235,296,5
4235,36,5
4235,661,5
4235,454,5
4235,1632,5
4235,4947,5
4235,4567,5
4235,3353,5
4235,3509,5
4235,4315,4
4235,4982,5
4235,7298,5
4235,1175,5
4235,369,5
4235,3439,4
4235,6003,5
4235,4214,5
4235,3596,5
4235,2495,4
7041,60,2
7041,167,5
7041,322,5
7041,377,5
3455,22,4
3021,85,5
3021,480,3
3021,368,4
4235,2917,3
4235,4208,5
4235,1231,1
6144,49,4
6144,1811,4
6144,743,5
4235,49,3
4235,52,2
4235,56,4
4434,1394,4
4434,2493,3
4434,526,5
4434,8275,3
4434,4190,4
4434,2631,4
4434,2518,4
4434,9103,3
4434,8388,3
4434,135,4
4434,8165,4
4434,7274,3
4434,1034,4
4434,1363,4
4434,1228,3
4434,4215,3
4434,4941,3
4434,39,4
4434,1340,5
4434,1479,4
4434,6845,3
4434,4891,3
4434,1630,4
4434,450,3
4434,1127,4
4434,1450,4
4434,110,4
4434,1304,4
4434,3171,4
4434,165,3
4434,891,3
3455,2789,4
6144,52,3
4235,808,4
4235,195,5
3455,1491,3
6144,56,4
6144,9986,2
3455,8444,3
5487,1231,3
5487,119,4
5487,195,3
5487,42,4
5487,4,3
5487,261,4
3021,2288,3
3021,1467,3
3021,16,3
3021,1310,4
3455,492,4
3455,4320,4
6144,3515,3
6144,1959,3
8851,4,4
8851,8,4
8851,5,4
8851,14,4
8851,94,4
8851,29,4
8851,58,4
8851,42,4
8851,83,4
8851,79,4
8851,103,4
8851,109,4
8851,57,3
8851,118,5
8851,261,5
8851,26,5
8851,15,4
8851,2,5
8851,62,5
8851,38,4
8851,43,4
8851,76,4
8851,44,5
8851,66,4
8851,272,5
8851,13,4
8851,54,2
8851,126,4
8851,136,4
8851,10,4
8851,19,5
8851,7,5
8851,127,3
8851,84,4
8851,288,4
8851,222,5
8851,209,5
8851,72,4
8851,25,5
8851,24,5
8851,18,5
8851,27,5
8851,21,5
8851,23,5
8851,9,5
8851,85,5
8851,45,5
8851,102,5
8851,339,5
8851,661,5
8851,679,4
8851,2648,4
8851,2039,4
8851,296,5
8851,157,4
8851,251,4
8851,545,4
8851,59,4
8851,876,4
8851,549,4
8851,798,5
8851,888,4
8851,601,4
8851,1211,5
8851,1447,4
8851,1348,4
8851,1478,4
8851,7611,4
8851,346,5
8851,116,4
8851,2582,4
8851,5089,4
8851,93,5
8851,501,5
8851,3197,5
8851,4027,5
8851,4253,5
8851,5263,5
8851,5905,5
8851,5826,5
8851,6336,5
8851,7088,5
8851,8250,5
8851,659,4
8890,125,3
8890,264,3
8890,77,4
8890,1033,4
8890,88,5
8890,179,3
8890,1383,5
8890,2597,4
8890,8218,3
8890,7468,5
8890,356,4
8890,873,4
8890,1225,4
8890,1163,3
8890,1289,3
8890,1549,3
8890,1476,3
8890,1233,3
8890,1774,3
8890,219,4
8890,154,3
8890,605,1
8890,4161,4
8890,1735,3
8890,390,3
8890,401,4
8890,1827,3
8890,1975,3
8890,1977,3
8890,908,3
8890,2122,4
8890,1789,3
8890,2032,3
8890,332,4
8890,686,3
8890,25,5
8890,27,5
8890,21,5
8890,24,5
8890,275,4
8890,74,5
8851,2063,4
8851,198,5
8851,37,4
8851,453,5
8851,733,4
4463,1005,5
4463,495,4
3021,193,4
3021,584,4
3021,192,5
4235,417,4
4235,133,5
4235,1,5
3455,1,4
3455,6123,4
3455,17,4
8890,1465,4
8890,646,3
8890,5032,4
3455,60,4
3455,4608,4
3455,4101,4
6144,823,2
6144,3957,3
6144,4506,3
4235,901,4
9528,35,4
9528,29,3
9528,28,4
9528,22,4
9528,86,4
9528,84,3
9528,92,4
9528,7,3
9528,19,4
9528,54,5
9528,126,4
9528,682,5
9528,430,3
9528,192,5
9528,1254,5
9528,1230,4
9528,7551,5
9528,746,4
9528,39,5
9528,110,5
9528,135,4
9528,7082,4
9528,1593,5
9528,1812,5
9528,2269,5
9528,142,4
9528,642,5
9528,3219,5
9528,494,5
9528,4,4
9528,189,4
9528,37,4
9528,83,3
9528,45,4
9528,125,4
9528,498,4
9528,194,4
9528,219,4
9528,154,4
9528,520,5
9528,132,4
9528,184,4
9528,205,3
9528,212,4
9528,60,4
9528,62,3
9528,301,4
9528,161,4
9528,258,5
9528,122,4
9528,330,5
9528,937,3
9528,598,4
9528,8038,4
9528,593,5
9528,155,4
9528,1801,3
9528,1018,4
9528,1246,4
9528,7728,5
9528,165,4
9528,8401,3
9528,1964,3
9528,2669,3
9528,2239,3
9528,2947,3
9528,917,4
9528,4553,3
9528,1418,4
9528,480,3
9528,3096,3
9528,6472,2
9528,1346,4
9528,722,4
9528,5160,3
9528,4799,3
9528,6330,2
9528,5515,4
9528,6673,4
9528,9975,4
9528,2285,4
9528,2453,3
9528,5015,3
9528,4993,3
9528,6601,4
9528,5599,3
9528,5147,3
9528,6135,3
9528,5357,4
9528,6536,3
9528,2198,4
9528,1463,4
9528,1931,4
9528,3492,3
9528,2811,3
9528,1686,3
9528,3530,3
9528,3938,3
9528,5232,2
9528,5203,2
9528,6076,5
9528,4798,4
9528,8194,5
9528,9334,5
9528,7070,4
9528,9498,5
9528,7278,3
9528,510,5
9528,528,4
9528,949,4
9528,1023,4
9528,1119,3
9528,1249,3
9528,1362,3
9528,1915,4
9528,123,3
9528,696,3
9528,730,3
9528,90,4
9528,395,3
9528,158,4
9528,281,3
9528,227,4
9528,660,4
9528,347,3
9528,1117,3
9528,3797,3
9528,1564,3
9528,1142,4
9528,3314,3
6144,5176,2
6144,5417,3
4235,1024,4
4235,31,5
3455,531,3
8851,316,5
8851,374,4
8851,1460,4
8851,1976,4
8851,1449,4
8851,2250,3
8851,2321,4
8851,2279,4
8851,179,4
8851,354,4
8851,8675,4
4235,501,3
8851,1316,4
8851,937,4
8851,368,4
8851,480,4
4235,396,4
7041,3,1
7041,52,2
7041,49,2
7041,56,3
7041,54,5
7041,85,5
7041,7,4
7041,229,4
7041,26,3
7041,102,5
7041,59,2
7041,597,4
7041,9,4
7041,132,1
6144,5239,3
6144,5668,3
6144,5934,3
3455,256,5
4235,216,2
6144,6153,2
8851,2815,4
4235,5270,3
4463,8497,5
8890,9667,3
10089,523,4
10089,50,5
10089,249,2
10089,8,3
10089,13,5
10089,4,4
10089,5,5
10089,14,3
10089,32,4
10089,101,4
10089,94,5
10089,58,5
10089,79,5
10089,118,2
10089,265,3
10089,229,4
10089,7,4
10089,131,4
10089,26,3
10089,36,2
10089,54,4
10089,177,5
10089,117,3
10089,87,4
10089,125,5
10089,468,3
10089,592,4
10089,160,3
10089,357,3
10089,321,4
10089,138,2
10089,1167,4
10089,154,5
10089,233,3
10089,162,5
10089,213,5
10089,116,3
10089,296,5
10089,62,4
10089,301,5
10089,426,5
10089,339,5
10089,354,3
10089,561,5
10089,736,5
10089,387,5
10089,444,4
10089,77,3
10089,516,4
10089,386,1
10089,395,3
10089,1465,3
10089,1055,5
10089,410,3
10089,715,5
10089,245,2
10089,495,3
10089,772,5
10089,770,3
10089,587,4
10089,1380,5
10089,366,4
10089,857,4
10089,1622,5
10089,479,5
10089,1411,5
10089,577,3
10089,1038,3
10089,1642,5
10089,576,4
10089,664,2
10089,241,2
10089,3106,4
10089,824,5
10089,236,4
10089,1714,2
10089,1797,4
10089,1253,4
10089,793,4
10089,2559,4
10089,9265,1
10089,7997,3
10089,2079,4
10089,1239,4
10089,1432,4
10089,2643,4
10089,398,4
10089,681,4
10089,2763,4
10089,1486,4
10089,4330,5
10089,618,4
10089,3311,2
10089,599,4
10089,3156,4
10089,3930,5
10089,316,5
10089,530,4
10089,9409,3
10089,372,2
10089,544,4
10089,751,4
10089,1266,5
10089,2321,4
10089,1976,3
10089,2199,4
10089,4844,4
10089,6877,5
10089,5863,3
10089,2741,3
10089,3868,4
10089,3088,4
10089,6745,5
10089,1447,4
10089,4149,4
10089,3222,4
10089,9311,4
10089,2985,4
10089,388,2
10089,1742,2
10089,3755,5
3455,3416,3
4235,1087,4
4463,1370,5
8851,122,4
4235,81,4
8851,690,4
3455,131,5
8890,1745,4
8890,248,4
8890,353,3
8890,530,3
8890,361,3
8890,770,3
8890,773,3
8890,576,3
8890,293,3
8890,498,3
8890,413,3
8890,855,3
8890,839,3
8890,529,3
8890,464,5
8890,402,4
8890,547,2
8890,514,3
8890,699,3
8890,778,3
8890,792,4
8890,1432,3
8890,1204,4
8890,1454,3
8890,2342,4
8890,1569,2
8890,2732,2
8890,1207,2
8890,1953,2
8890,3255,3
8890,6692,3
8890,3799,3
8890,3868,4
8890,6316,1
8890,3169,4
8890,1669,3
8851,710,4
5102,249,4
5102,111,3
5102,46,3
5102,3723,4
5102,38,5
5102,81,5
5102,119,5
5102,64,4
5102,60,4
5102,13,5
5102,4,5
5102,82,3
5102,236,5
5102,104,4
5102,8010,5
5102,117,5
5102,508,4
5102,100,5
5102,101,4
5102,22,4
5102,57,3
8890,1193,3
8890,2,5
8890,387,3
8890,715,3
8890,425,4
8890,7768,4
8890,7297,5
8890,3656,3
8890,2240,3
8890,608,5
8890,3196,4
8890,6393,4
3455,802,3
3455,4459,4
3455,229,4
5102,414,5
4235,4256,4
4235,17,4
4235,1888,4
5102,7379,3
5102,595,5
5102,197,2
5102,2679,5
5102,381,3
5102,238,4
5102,67,5
5102,156,5
5102,3,5
5102,11,4
5102,26,4
5102,8,1
5102,32,3
5102,455,4
5102,694,4
5102,647,3
5102,16,5
8890,383,4
8890,2820,3
8890,303,3
8890,2379,4
8890,4274,4
5102,344,4
5102,193,5
5102,526,3
3021,41,2
3021,151,2
3021,214,3
3021,159,3
3021,175,3
3021,201,3
5102,2661,4
4235,4166,1
3455,1531,4
3455,3313,3
9178,180,4
4235,4347,1
4235,5012,4
9178,8874,3
9178,8605,4
5102,758,5
5102,1072,4
9178,1015,4
9178,6569,2
9178,4517,3
5102,98,5
9178,101,3
9178,5283,5
5102,140,4
5102,584,4
7041,439,5
7041,9563,5
7041,301,4
7041,278,5
7041,2076,4
7041,158,3
7041,772,2
7041,402,5
7041,824,4
7041,341,4
7041,512,4
7041,271,3
7041,1167,5
7041,68,1
7041,117,4
7041,37,3
7041,114,4
7041,48,4
7041,13,5
7041,79,4
7041,58,5
7041,50,5
7041,8,5
7041,1679,5
7041,792,5
7041,977,5
7041,97,4
7041,3358,5
7041,371,3
7041,55,5
7041,71,4
7041,28,2
7041,14,4
7041,65,5
7041,337,5
7041,19,5
7041,626,3
7041,356,2
7041,157,5
7041,5,4
7041,464,2
7041,251,3
7041,339,4
7041,116,5
7041,213,5
7041,2082,2
7041,399,5
7041,1079,2
4235,20,4
5102,20,5
5102,631,2
5102,558,2
5102,563,3
5102,527,2
3455,4199,3
3455,20,4
9178,1315,5
5102,3316,5
9178,4189,3
7041,881,5
7041,701,4
5102,7559,4
6144,2163,4
6144,6255,3
3455,3712,4
3455,3137,4
3455,4927,3
3455,289,4
3455,129,5
9178,2366,4
12184,4,3
12184,8,3
12184,5,3
12184,50,5
12184,14,5
12184,32,4
12184,65,5
12184,35,3
12184,101,1
12184,94,5
12184,29,5
12184,28,2
12184,58,2
12184,42,1
12184,79,1
12184,83,3
12184,71,5
12184,103,5
12184,109,3
12184,194,4
12184,33,1
12184,22,5
12184,57,1
12184,100,3
12184,115,5
12184,118,4
12184,111,4
12184,121,4
12184,261,2
12184,26,5
12184,11,4
12184,72,5
12184,86,5
12184,209,5
12184,222,5
12184,84,2
12184,288,5
12184,266,5
12184,367,5
12184,15,1
12184,82,1
12184,181,1
12184,92,1
12184,236,1
12184,127,1
12184,398,1
12184,508,1
12184,2,5
12184,62,5
12184,53,5
12184,3,5
12184,43,1
12184,89,5
12184,13,3
12184,55,2
12184,48,5
12184,54,1
12184,70,5
12184,126,3
12184,371,4
12184,276,1
12184,400,1
12184,442,3
12184,75,1
12184,78,1
12184,136,1
12184,108,1
12184,228,1
12184,310,1
12184,741,1
12184,156,1
12184,777,1
12184,1111,1
12184,25,5
12184,18,5
12184,24,5
12184,27,5
12184,21,5
12184,23,5
12184,49,2
12184,52,5
12184,314,5
12184,2480,5
12184,3983,5
12184,4303,5
12184,4550,5
12184,4593,5
12184,4773,5
12184,4952,5
12184,5963,5
12184,6346,5
12184,8251,5
12184,7846,5
12184,6197,5
12184,9870,5
12184,8546,5
12184,8354,5
5102,1738,5
7041,383,2
9178,68,3
9178,284,4
5102,1087,4
9178,4942,4
9178,1999,4
9178,3387,5
9178,58,3
9178,2620,4
9178,1037,3
7041,835,5
7041,720,5
7041,2537,5
9178,93,3
9178,540,3
9178,1319,3
1640,302,3
4235,100,4
5102,2705,1
5102,5322,2
5487,46,4
5487,2,5
5487,22,1
5487,10,4
5487,115,3
5487,100,4
5487,31,5
5487,25,5
5487,81,4
5487,18,5
5487,40,2
5487,24,5
5487,198,3
5487,63,3
5487,76,4
5487,122,1
5487,216,2
5487,273,4
5487,28,3
5487,89,3
5487,2165,3
5487,2147,3
5487,487,4
5487,773,3
5487,126,5
5487,304,5
5487,383,4
5487,230,3
5487,602,3
5487,620,3
5487,934,3
5487,1487,5
5487,672,4
5487,75,3
5487,201,4
5487,1138,3
5487,200,4
5487,961,3
5487,14,3
5487,9,4
5487,223,4
5487,1159,2
5487,29,3
5487,80,2
5487,276,3
5487,177,3
5487,1149,4
3455,785,4
5102,41,5
5102,550,4
1640,1564,3
6144,7683,3
6144,5588,2
5102,91,4
9178,1314,5
3455,3179,4
5102,259,4
4235,192,4
4235,923,3
9178,2326,3
9178,59,4
9178,3565,3
5102,151,3
8851,1710,3
12799,4,5
12799,8,5
12799,5,5
12799,14,4
12799,65,5
12799,101,1
12799,94,3
12799,29,5
12799,28,5
12799,58,5
12799,42,5
12799,79,4
12799,83,5
12799,71,4
12799,103,2
12799,109,1
12799,194,5
12799,22,5
12799,100,3
12799,118,5
12799,115,4
12799,121,5
12799,26,4
12799,209,5
12799,84,5
12799,222,3
12799,288,4
12799,266,3
12799,367,5
12799,15,5
12799,82,4
12799,181,5
12799,92,3
12799,236,5
12799,127,5
12799,2,5
12799,7,5
12799,19,5
12799,66,3
12799,13,4
12799,55,4
12799,48,4
12799,54,5
12799,70,5
12799,126,5
12799,371,5
12799,276,5
12799,25,5
12799,492,5
12799,1223,5
12799,633,5
12799,1179,5
12799,1881,5
12799,572,3
12799,477,5
12799,1424,5
12799,1600,4
12799,1358,5
12799,2245,5
12799,2393,4
12799,2121,5
12799,2135,5
12799,1870,5
12799,1838,5
12799,1617,5
12799,2429,5
12799,2522,5
5102,211,4
5102,5675,5
5102,3400,3
5102,677,5
1640,145,4
1640,693,3
8890,479,4
9178,2741,4
9178,158,5
9178,2123,4
9178,7266,5
9178,8857,4
9178,161,5
1640,660,3
1640,768,3
5102,3221,3
5102,214,4
1640,4481,4
7041,200,5
13133,168,5
13133,176,4
13133,232,5
13133,237,3
13133,612,5
13133,725,5
13133,806,5
13133,739,4
13133,936,5
13133,953,5
13133,1248,5
13133,1053,5
13133,915,4
13133,818,4
13133,986,4
13133,944,5
13133,441,5
13133,1423,4
13133,2041,4
13133,1288,5
13133,2513,4
13133,4642,4
13133,5568,3
13133,1396,5
13133,2239,5
13133,2947,5
13133,8317,5
13133,197,5
13133,527,5
13133,563,5
13133,558,5
13133,631,5
13133,652,5
13133,624,5
13133,724,5
13133,748,5
13133,871,5
13133,1086,5
13133,2090,4
13133,1553,4
13133,2224,4
13133,2303,4
13133,2341,4
13133,2550,4
13133,2605,5
13133,2549,4
13133,2911,3
13133,3510,3
13133,3608,3
13133,3832,3
13133,3874,2
13133,3990,2
13133,25,5
13133,27,5
13133,24,5
13133,21,5
13133,132,4
13133,53,3
13133,743,5
13133,54,4
13133,360,4
13133,633,5
13133,4,4
13133,8,2
13133,189,4
13133,5,2
13133,2,5
13133,37,3
13133,7,4
13133,28,3
13133,18,5
13133,33,4
13133,19,4
13133,158,4
13133,85,4
13133,321,3
13133,23,5
13133,90,3
13133,62,5
13133,50,5
13133,89,4
13133,205,3
13133,283,4
13133,335,4
13133,373,5
13133,416,5
13133,184,4
13133,278,5
13133,786,4
13133,4862,4
13133,209,4
13133,431,4
13133,122,4
13133,345,3
13133,2192,4
13133,2028,3
13133,4317,3
13133,481,3
13133,9515,5
13133,454,4
13133,579,4
13133,450,4
13133,891,4
13133,1034,4
13133,1127,4
13133,1228,4
13133,1304,4
4235,208,3
5102,14,4
5102,159,4
5102,175,5
1640,5642,3
1640,11,5
3455,2957,5
1640,4557,3
9178,7251,4
3021,2428,3
3021,2319,2
3021,1652,2
3021,656,2
3021,5419,3
3021,3979,3
3021,1552,5
3021,291,4
3021,2561,3
3021,1,4
