username,anime_id,anime_title,status,score,num_episodes_watched,updated_at
SheepCommander,33003,Mahou Shoujo Ikusei Keikaku,plan_to_watch,0,0,2023-03-17T11:45:46+00:00
SheepCommander,9756,Mahou Shoujo Madoka★Magica,plan_to_watch,0,0,2023-03-28T06:40:56+00:00
SheepCommander,36266,Mahou Shoujo Site,plan_to_watch,0,0,2023-03-17T10:06:08+00:00
SheepCommander,37979,Mahou Shoujo Tokushusen Asuka,plan_to_watch,0,0,2023-03-17T11:09:52+00:00
SheepCommander,31953,New Game!,plan_to_watch,0,0,2023-03-17T11:42:54+00:00
SheepCommander,34914,New Game!!,plan_to_watch,0,0,2023-03-17T11:36:25+00:00
SheepCommander,19815,No Game No Life,dropped,6,9,2023-03-17T22:56:50+00:00
SheepCommander,41345,Noblesse,plan_to_watch,0,0,2023-03-17T11:07:35+00:00
SheepCommander,34148,Nyanko Days,plan_to_watch,0,0,2023-03-17T11:33:34+00:00
SheepCommander,53149,Oemojisangjuui,dropped,6,3,2023-03-12T02:21:55+00:00
SheepCommander,28297,Ore Monogatari!!,dropped,6,5,2023-03-17T11:49:20+00:00
SheepCommander,853,Ouran Koukou Host Club,on_hold,7,1,2023-03-17T09:30:05+00:00
SheepCommander,39292,Princess Connect! Re:Dive,dropped,4,3,2023-03-17T22:57:42+00:00
SheepCommander,35240,Princess Principal,plan_to_watch,0,0,2023-03-17T11:36:35+00:00
SheepCommander,48235,Pucca 3,dropped,7,18,2023-03-17T22:57:48+00:00
SheepCommander,51986,Pui Pui Molcar: Driving School,plan_to_watch,0,0,2023-03-17T10:50:16+00:00
SheepCommander,210,Ranma ½,dropped,7,6,2023-03-17T22:57:56+00:00
SheepCommander,49179,Reiwa no Di Gi Charat,plan_to_watch,0,0,2023-03-17T10:50:11+00:00
SheepCommander,37221,Release the Spyce,plan_to_watch,0,0,2023-03-17T11:31:08+00:00
SheepCommander,38529,Rifle Is Beautiful,plan_to_watch,0,0,2023-03-17T11:16:30+00:00
SheepCommander,39917,Sabiiro no Armor: Reimei,on_hold,4,3,2024-03-02T04:47:47+00:00
SheepCommander,48414,Sabikui Bisco,on_hold,8,4,2023-03-17T23:03:41+00:00
SheepCommander,48761,Saihate no Paladin,on_hold,9,10,2023-03-17T23:03:27+00:00
SheepCommander,33255,Saiki Kusuo no Ψ-nan,dropped,7,4,2023-03-17T22:58:01+00:00
SheepCommander,32542,Sakamoto desu ga?,on_hold,8,7,2023-03-17T23:03:17+00:00
SheepCommander,38192,Sakugan,on_hold,7,4,2023-03-17T23:02:56+00:00
SheepCommander,37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,dropped,7,5,2023-03-17T22:58:12+00:00
SheepCommander,36037,Senran Kagura Shinovi Master: Tokyo Youma-hen,plan_to_watch,0,0,2023-03-17T11:31:26+00:00
SheepCommander,38759,Sewayaki Kitsune no Senko-san,dropped,7,8,2023-03-17T11:13:21+00:00
SheepCommander,42205,Shaman King (2021),on_hold,0,2,2023-03-17T23:03:04+00:00
SheepCommander,48415,"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",dropped,6,4,2023-03-17T22:58:32+00:00
SheepCommander,47161,Shikkakumon no Saikyou Kenja,on_hold,8,6,2023-03-17T10:37:52+00:00
SheepCommander,35503,Shoujo☆Kageki Revue Starlight,plan_to_watch,0,0,2023-03-17T11:29:26+00:00
SheepCommander,40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",on_hold,0,4,2023-03-17T10:56:16+00:00
SheepCommander,51252,Spy Kyoushitsu,plan_to_watch,0,0,2023-03-17T09:38:08+00:00
SheepCommander,11757,Sword Art Online,dropped,5,11,2023-03-17T09:29:39+00:00
SheepCommander,52608,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,plan_to_watch,0,0,2023-03-28T06:39:16+00:00
SheepCommander,37430,Tensei shitara Slime Datta Ken,plan_to_watch,0,0,2023-03-17T11:30:37+00:00
SheepCommander,22319,Tokyo Ghoul,dropped,7,2,2023-03-17T22:58:43+00:00
SheepCommander,50273,Tomodachi Game,dropped,6,4,2023-03-17T22:58:46+00:00
SheepCommander,53446,Tondemo Skill de Isekai Hourou Meshi,watching,8,5,2023-03-18T06:45:12+00:00
SheepCommander,32681,Uchuu Patrol Luluco,dropped,7,3,2023-03-17T22:58:51+00:00
SheepCommander,40620,Uramichi Oniisan,on_hold,8,6,2023-03-17T23:02:34+00:00
SheepCommander,41392,Urasekai Picnic,plan_to_watch,0,0,2023-03-17T10:55:07+00:00
SheepCommander,27927,Urawa no Usagi-chan,plan_to_watch,0,0,2023-03-17T11:50:08+00:00
SheepCommander,48580,Vanitas no Karte,on_hold,7,7,2023-03-17T23:02:38+00:00
SheepCommander,37393,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",plan_to_watch,0,0,2023-03-17T11:15:55+00:00
SheepCommander,43299,Wonder Egg Priority,plan_to_watch,0,0,2023-03-17T10:51:43+00:00
SheepCommander,37786,Yagate Kimi ni Naru,on_hold,8,0,2023-03-17T09:31:14+00:00
SheepCommander,28,Yakitate!! Japan,dropped,7,23,2023-03-17T22:59:19+00:00
SheepCommander,39617,Yakusoku no Neverland 2nd Season,dropped,5,2,2023-03-17T22:59:28+00:00
SheepCommander,32615,Youjo Senki,on_hold,7,1,2023-03-17T23:02:31+00:00
SheepCommander,19157,Youkai Watch,dropped,4,36,2023-03-17T22:59:35+00:00
SheepCommander,32995,Yuri!!! on Ice,on_hold,7,5,2023-03-17T23:02:15+00:00
SheepCommander,34798,Yuru Camp△,plan_to_watch,0,0,2023-03-17T11:22:23+00:00
SheepCommander,10495,Yuru Yuri,on_hold,7,1,2023-03-17T09:30:07+00:00
SheepCommander,30279,Yuru Yuri San☆Hai!,plan_to_watch,0,0,2023-03-17T11:53:03+00:00
SheepCommander,42587,Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,plan_to_watch,0,0,2023-03-17T11:02:24+00:00
SheepCommander,34284,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,plan_to_watch,0,0,2023-04-12T20:30:35+00:00
SheepCommander,34445,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,plan_to_watch,0,0,2023-03-17T11:38:13+00:00
SheepCommander,37268,Z/X: Code Reunion,plan_to_watch,0,0,2023-03-17T11:16:55+00:00
SheepCommander,37976,Zombieland Saga,plan_to_watch,0,0,2023-03-17T11:30:32+00:00
SheepCommander,40174,Zombieland Saga Revenge,plan_to_watch,0,0,2023-03-17T10:57:04+00:00
request,5525,07-Ghost,dropped,4,9,2009-07-14T22:24:45+00:00
request,300,3x3 Eyes,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,2884,Aachi wa Ssipak,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,11759,Accel World,on_hold,0,0,2012-12-07T15:17:45+00:00
request,12291,Acchi Kocchi,on_hold,0,1,2013-01-16T17:06:20+00:00
request,5112,Akikan!,dropped,3,3,2009-01-23T19:45:19+00:00
request,8676,Amagami SS,on_hold,7,1,2013-01-08T22:07:06+00:00
request,15085,Amnesia,watching,0,1,2013-01-08T21:42:06+00:00
request,4657,Arad Senki: Slap Up Party,dropped,2,3,2009-05-01T11:43:08+00:00
request,1961,Arashi no Yoru ni,on_hold,0,0,2012-12-07T15:24:25+00:00
request,14373,Arata naru Sekai: World's/Start/Load/End,watching,0,1,2013-01-20T02:11:23+00:00
request,1488,Area 88,on_hold,0,0,2009-04-23T15:04:40+00:00
request,284,Area 88 (TV),on_hold,0,0,2009-04-23T15:04:30+00:00
request,11697,Area no Kishi,watching,0,11,2013-01-06T13:39:59+00:00
request,12365,Bakuman. 3rd Season,watching,0,6,2012-12-30T20:03:31+00:00
request,3407,Blassreiter,dropped,4,2,2008-08-01T20:57:07+00:00
request,1450,Brigadoon: Marin to Melan,on_hold,0,0,2008-11-07T10:35:56+00:00
request,14345,Btooom!,watching,0,2,2013-01-11T21:45:37+00:00
request,13169,Buta,watching,0,0,2013-01-07T01:50:56+00:00
request,388,Capeta,on_hold,0,0,2008-11-07T10:36:14+00:00
request,60,Chrno Crusade,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,514,Cossette no Shouzou,on_hold,0,0,2008-11-07T10:36:31+00:00
request,6747,Dance in the Vampire Bund,dropped,4,7,2010-04-29T14:53:45+00:00
request,6702,Fairy Tail,dropped,6,32,2012-06-04T13:34:54+00:00
request,455,Fantastic Children,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,1524,Fuujin Monogatari,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,5670,GA: Geijutsuka Art Design Class,dropped,6,1,2010-05-12T15:17:38+00:00
request,1829,Ged Senki,on_hold,0,0,2009-06-06T14:30:19+00:00
request,820,Ginga Eiyuu Densetsu,watching,0,26,2012-12-07T15:43:06+00:00
request,507,Gravitation: Lyrics of Love,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,5041,Guin Saga,dropped,4,8,2013-01-16T17:42:11+00:00
request,411,Gun x Sword,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,134,Gunslinger Girl,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,1825,Hadashi no Gen 2,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,6895,Hakuouki,dropped,5,8,2010-06-07T11:57:42+00:00
request,106,Hana yori Dango,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,5835,Hanasakeru Seishounen,dropped,0,12,2009-10-08T18:02:16+00:00
request,587,Hanbun no Tsuki ga Noboru Sora,on_hold,0,0,2010-05-12T15:24:12+00:00
request,1030,Heisei Tanuki Gassen Ponpoko,on_hold,0,0,2009-11-17T10:57:09+00:00
request,4334,Heroman,dropped,4,2,2010-04-25T20:47:44+00:00
request,5983,Higepiyo,dropped,6,17,2010-05-12T15:19:12+00:00
request,934,Higurashi no Naku Koro ni,plan_to_watch,0,0,2009-01-17T21:03:49+00:00
request,1019,Honoo no Mirage,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,3390,Hoshi no Umi no Amuri,dropped,4,1,2008-11-07T10:23:19+00:00
request,11061,Hunter x Hunter (2011),watching,8,61,2013-01-08T18:55:56+00:00
request,7088,Ichiban Ushiro no Daimaou,dropped,6,2,2010-04-25T20:47:58+00:00
request,914,Ike! Ina-chuu Takkyuu-bu,on_hold,0,5,2012-06-04T13:35:29+00:00
request,5231,Inazuma Eleven,dropped,3,3,2008-11-07T10:23:41+00:00
request,15059,Initial D Fifth Stage,watching,0,6,2013-02-04T23:37:24+00:00
request,5781,Isekai no Seikishi Monogatari,on_hold,8,1,2012-06-04T13:35:33+00:00
request,16317,Ishida to Asakura,watching,0,1,2013-01-08T22:03:37+00:00
request,14765,Ixion Saga DT,watching,0,7,2013-02-09T22:14:15+00:00
request,13331,Jormungand: Perfect Order,watching,0,0,2012-12-07T15:49:06+00:00
request,1530,Kanon (2006),plan_to_watch,0,0,2009-01-17T21:03:08+00:00
request,145,Kareshi Kanojo no Jijou,on_hold,0,0,2010-05-12T15:24:52+00:00
request,1604,Katekyou Hitman Reborn!,dropped,0,1,2009-08-11T18:20:11+00:00
request,1793,Kaze no Na wa Amnesia,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,1878,Kaze no Shoujo Emily,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,1777,Kaze no Tairiku,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,1096,Kidou Keisatsu Patlabor 2 the Movie,plan_to_watch,0,0,2009-04-23T15:34:24+00:00
request,1095,Kidou Keisatsu Patlabor the Movie,plan_to_watch,0,0,2009-04-23T15:34:16+00:00
request,1917,Kidou Senshi Gundam MS IGLOO: 1-nen Sensou Hiroku,on_hold,0,0,2009-04-23T15:34:51+00:00
request,1916,Kidou Senshi Gundam MS IGLOO: Mokushiroku 0079,on_hold,0,0,2009-04-23T15:34:43+00:00
request,6336,Kidou Senshi Gundam Unicorn,on_hold,0,1,2013-01-08T22:07:23+00:00
request,87,Kidou Senshi Gundam: Gyakushuu no Char,plan_to_watch,0,0,2012-12-07T18:37:24+00:00
request,11079,Kill Me Baby,watching,0,1,2013-01-21T23:09:55+00:00
request,5678,Kobato.,dropped,6,8,2010-04-03T10:33:37+00:00
request,634,Koi Kaze,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,1804,Koko wa Green Wood,on_hold,0,0,2010-05-12T15:24:19+00:00
request,416,Kurenai no Buta,on_hold,0,0,2009-11-17T11:04:13+00:00
request,6604,Kuruneko,dropped,5,2,2010-04-25T20:48:20+00:00
request,1013,Le Chevalier D'Eon,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,1150,Legend of Crystania,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,207,Lodoss-tou Senki,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,206,Lodoss-tou Senki: Eiyuu Kishi Den,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,1412,Lupin III,on_hold,0,0,2009-04-23T15:39:11+00:00
request,1433,Lupin III: Babylon no Ougon Densetsu,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,1415,Lupin III: Bye Bye Liberty - Kiki Ippatsu!,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,1423,Lupin III: Napoleon no Jisho wo Ubae,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,5019,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,plan_to_watch,0,0,2012-12-07T18:28:27+00:00
request,3654,Macademi Wasshoi!,dropped,4,1,2008-11-07T10:25:43+00:00
request,252,Madlax,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,14513,Magi: The Labyrinth of Magic,watching,0,6,2013-02-11T21:01:17+00:00
request,2985,Majin Tantei Nougami Neuro,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,14833,Maoyuu Maou Yuusha,watching,0,1,2013-01-08T21:19:55+00:00
request,5030,Maria†Holic,dropped,3,5,2009-02-10T11:46:22+00:00
request,14575,Minami-ke Omatase,watching,7,1,2013-01-07T01:51:08+00:00
request,14511,Minami-ke Tadaima,watching,0,1,2013-01-08T22:03:02+00:00
request,10620,Mirai Nikki (TV),dropped,4,13,2013-01-16T17:42:06+00:00
request,4209,Mission-E,dropped,6,10,2009-05-06T18:17:20+00:00
request,3656,Monochrome Factor,dropped,3,8,2008-09-27T16:25:14+00:00
request,1941,Moonlight Mile 1st Season: Lift Off,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,1735,Naruto: Shippuuden,watching,7,157,2010-04-25T20:48:38+00:00
request,2083,Natsuki Crisis,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,1655,Nerima Daikon Brothers,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,584,Noein: Mou Hitori no Kimi e,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,272,Noir,on_hold,0,0,2008-07-06T14:31:18+00:00
request,7592,Nurarihyon no Mago,dropped,6,1,2012-06-04T13:36:43+00:00
request,2152,Oh! Edo Rocket,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,13283,One Off,watching,0,0,2013-01-08T21:02:29+00:00
request,21,One Piece,plan_to_watch,9,15,2013-01-08T22:07:28+00:00
request,7769,Ookami-san to Shichinin no Nakama-tachi,dropped,6,1,2012-06-04T13:37:35+00:00
request,7079,Ookamikakushi,dropped,4,4,2010-03-27T12:37:12+00:00
request,10178,Otona Joshi no Anime Time,watching,8,4,2013-01-08T18:56:28+00:00
request,161,Peace Maker Kurogane,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,10588,Persona 4 the Animation,watching,0,14,2013-01-11T20:29:24+00:00
request,13601,Psycho-Pass,watching,0,4,2013-01-17T19:27:26+00:00
request,165,RahXephon,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,13599,Robotics;Notes,watching,0,4,2013-01-17T19:40:39+00:00
request,2000,Roujin Z,plan_to_watch,0,0,2012-12-07T18:37:38+00:00
request,65,Rozen Maiden: Träumend,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,6902,Saikyou Bushouden: Sangoku Engi,dropped,5,1,2010-07-09T09:42:37+00:00
request,5671,Saki,dropped,3,5,2009-05-06T18:18:16+00:00
request,13759,Sakura-sou no Pet na Kanojo,watching,0,4,2013-01-17T19:31:48+00:00
request,1608,Salaryman Kintarou,on_hold,0,0,2009-04-23T15:44:30+00:00
request,6203,Sasameki Koto,dropped,5,1,2010-04-03T10:34:02+00:00
request,5909,Seitokai no Ichizon,dropped,5,5,2010-04-03T10:34:20+00:00
request,8675,Seitokai Yakuindomo,dropped,6,2,2012-06-04T13:37:59+00:00
request,5220,Shangri-La,dropped,0,3,2010-01-18T20:24:39+00:00
request,13125,Shinsekai yori,watching,0,5,2013-01-17T18:56:51+00:00
request,12815,Shirokuma Cafe,watching,0,2,2013-01-17T19:34:21+00:00
request,3369,Shoubushi Densetsu Tetsuya,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,75,Soukyuu no Fafner: Dead Aggressor,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,1541,Souten no Ken,dropped,4,1,2009-10-22T11:48:17+00:00
request,420,Spriggan,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,13333,Tari Tari,watching,0,0,2013-01-02T00:55:57+00:00
request,6758,Tatakau Shisho: The Book of Bantorra,on_hold,0,1,2013-01-08T22:07:36+00:00
request,5734,Tayutama: Kiss on My Deity,dropped,0,1,2009-04-11T16:04:58+00:00
request,1822,The Hakkenden,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,1703,Tokyo Tribe 2,on_hold,0,0,2008-07-06T15:18:59+00:00
request,415,Tonari no Yamada-kun,plan_to_watch,0,0,2012-12-07T18:36:08+00:00
request,1065,Touch,plan_to_watch,0,8,2009-05-06T18:19:09+00:00
request,27,Trinity Blood,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,12431,Uchuu Kyoudai,watching,0,24,2012-12-07T18:40:17+00:00
request,4264,Ultraviolet: Code 044,dropped,2,3,2008-11-07T10:16:10+00:00
request,743,Umi ga Kikoeru,on_hold,0,0,2009-11-17T10:42:42+00:00
request,6129,Umi Monogatari: Anata ga Ite Kureta Koto,dropped,0,2,2010-01-18T20:24:53+00:00
request,4896,Umineko no Naku Koro ni,dropped,0,13,2010-01-18T20:24:58+00:00
request,856,Utawarerumono,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,180,Vandread,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,181,Vandread: The Second Stage,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,798,Yomigaeru Sora: Rescue Wings,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,7762,"Yondemasu yo, Azazel-san.",watching,7,3,2013-01-08T20:25:05+00:00
request,1246,Yuugo: Koushounin,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,878,Zegapain,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,14075,Zetsuen no Tempest,watching,0,3,2013-01-18T01:23:15+00:00
request,4038,Zettai Karen Children,dropped,3,2,2008-07-06T15:22:12+00:00
request,308,Zettai Shounen,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
request,29,Zipang,plan_to_watch,0,0,2009-04-23T15:25:00+00:00
Tanuki,2928,.hack//G.U. Returner,plan_to_watch,0,0,2007-09-29T23:43:01+00:00
Tanuki,454,.hack//Gift,plan_to_watch,0,0,2007-09-29T23:42:58+00:00
Tanuki,1143,.hack//Intermezzo,plan_to_watch,0,0,2007-09-29T23:43:06+00:00
Tanuki,299,.hack//Liminality,plan_to_watch,0,0,2007-09-29T23:43:18+00:00
Tanuki,873,.hack//Roots,plan_to_watch,0,0,2007-09-29T23:42:48+00:00
Tanuki,298,.hack//Tasogare no Udewa Densetsu,plan_to_watch,0,0,2007-09-29T23:43:25+00:00
