username,anime_id,anime_title,status,score,num_episodes_watched,updated_at,user_id
Aizycran,25313,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,completed,10,1,2015-04-30T17:45:49+00:00,573
Aizycran,1889,Higurashi no Naku Koro ni Kai,completed,7,24,2011-04-16T18:30:44+00:00,573
Aizycran,35843,Gintama.: Porori-hen,completed,7,13,2017-12-29T19:56:26+00:00,573
Aizycran,35557,Houseki no Kuni,completed,10,12,2019-12-14T16:10:51+00:00,573
Aizycran,136,Hunter x Hunter,completed,9,62,2013-06-01T17:39:44+00:00,573
Aizycran,138,Hunter x Hunter: Greed Island,completed,9,8,2013-06-01T17:40:10+00:00,573
Aizycran,139,Hunter x Hunter: Greed Island Final,completed,9,14,2013-06-01T17:40:03+00:00,573
Aizycran,137,Hunter x Hunter: Original Video Animation,completed,9,8,2013-06-01T17:39:53+00:00,573
Aizycran,249,InuYasha,completed,8,167,2011-04-15T19:39:22+00:00,573
Aizycran,6811,InuYasha: Kanketsu-hen,completed,8,26,2011-04-15T19:38:59+00:00,573
Aizycran,358,"Iriya no Sora, UFO no Natsu",completed,7,6,2011-04-16T19:41:12+00:00,573
Aizycran,228,Jigoku Shoujo,completed,7,26,2011-12-25T13:33:18+00:00,573
Aizycran,1594,Jigoku Shoujo Futakomori,completed,8,26,2011-12-28T16:26:51+00:00,573
Aizycran,3713,Jigoku Shoujo Mitsuganae,completed,6,26,2011-12-28T16:26:58+00:00,573
Aizycran,3092,Junjou Romantica,completed,10,12,2019-03-22T20:05:22+00:00,573
Aizycran,4814,Junjou Romantica 2,completed,10,12,2012-01-30T20:09:08+00:00,573
Aizycran,25649,Junjou Romantica 3,completed,10,12,2015-09-27T10:33:37+00:00,573
Aizycran,13767,Junjou Romantica OVA,completed,7,2,2015-12-21T19:54:08+00:00,573
Aizycran,153,Juuni Kokuki,completed,7,45,2012-04-08T16:17:55+00:00,573
Aizycran,4182,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,completed,6,1,2013-07-13T19:58:46+00:00,573
Aizycran,10408,Hotarubi no Mori e,completed,9,1,2016-07-25T19:15:36+00:00,573
Aizycran,2336,Hikaru no Go: New Year Special,completed,7,1,2011-04-16T19:40:24+00:00,573
Aizycran,135,Hikaru no Go,completed,8,75,2012-01-30T20:15:29+00:00,573
Aizycran,934,Higurashi no Naku Koro ni,completed,7,26,2012-01-30T20:17:38+00:00,573
Aizycran,36838,Gintama.: Shirogane no Tamashii-hen,completed,7,12,2018-03-28T15:00:28+00:00,573
Aizycran,37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,completed,6,14,2019-03-18T19:58:33+00:00,573
Aizycran,2951,Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,completed,10,1,2015-01-22T20:20:53+00:00,573
Aizycran,6945,Gintama: Shiroyasha Koutan,completed,10,1,2015-01-18T16:17:22+00:00,573
Aizycran,28977,Gintama°,completed,10,51,2016-03-30T17:31:24+00:00,573
Aizycran,32366,Gintama°: Aizome Kaori-hen,completed,8,2,2018-02-11T21:07:45+00:00,573
Aizycran,32122,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,completed,10,1,2015-11-27T20:46:43+00:00,573
Aizycran,243,Gravitation,completed,8,13,2012-01-30T20:15:44+00:00,573
Aizycran,34096,Gintama.,completed,10,12,2017-04-17T17:41:31+00:00,573
Aizycran,507,Gravitation: Lyrics of Love,completed,6,2,2011-04-21T11:40:18+00:00,573
Aizycran,32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,completed,7,10,2019-06-26T18:11:47+00:00,573
Aizycran,28891,Haikyuu!! Second Season,completed,8,25,2016-03-28T19:11:21+00:00,573
Aizycran,15613,Hakkenden: Touhou Hakken Ibun,completed,9,13,2016-11-10T18:48:51+00:00,573
Aizycran,18055,Hakkenden: Touhou Hakken Ibun 2nd Season,completed,9,13,2016-11-10T18:48:44+00:00,573
Aizycran,4551,Hakushaku to Yousei,completed,6,12,2013-07-13T20:00:40+00:00,573
Aizycran,2026,Hayate no Gotoku!,completed,9,52,2012-01-30T20:12:46+00:00,573
Aizycran,4192,Hayate no Gotoku!!,completed,9,25,2013-02-08T19:48:30+00:00,573
Aizycran,5521,Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,completed,6,1,2013-07-13T20:00:59+00:00,573
Aizycran,20583,Haikyuu!!,completed,9,25,2016-02-04T17:13:10+00:00,573
Aizycran,2025,Darker than Black: Kuro no Keiyakusha,completed,8,25,2011-04-15T19:49:47+00:00,573
Aizycran,53393,Tengoku Daimakyou,completed,9,13,2023-07-01T20:00:14+00:00,573
Aizycran,32370,D.Gray-man Hallow,completed,8,13,2016-10-01T21:14:45+00:00,573
Aizycran,24405,World Trigger,completed,8,73,2018-01-01T13:43:37+00:00,573
Aizycran,37521,Vinland Saga,completed,6,24,2020-02-14T15:38:20+00:00,573
Aizycran,4752,Vampire Knight Guilty,completed,6,13,2011-04-19T19:38:28+00:00,573
Aizycran,3457,Vampire Knight,completed,6,13,2011-04-19T19:38:00+00:00,573
Aizycran,5365,Tsumiki no Ie,completed,10,1,2011-04-14T19:15:57+00:00,573
Aizycran,36511,Tokyo Ghoul:re,completed,8,12,2018-06-25T13:31:45+00:00,573
Aizycran,31297,"Tokyo Ghoul: ""Pinto""",completed,8,1,2018-04-05T20:18:42+00:00,573
Aizycran,27899,Tokyo Ghoul √A,completed,8,12,2018-04-05T09:16:23+00:00,573
Aizycran,22319,Tokyo Ghoul,completed,8,12,2018-04-05T09:21:17+00:00,573
Aizycran,2236,Toki wo Kakeru Shoujo,completed,8,1,2011-04-30T21:31:55+00:00,573
Aizycran,8937,Toaru Majutsu no Index II,completed,6,24,2011-04-21T11:27:41+00:00,573
Aizycran,4654,Toaru Majutsu no Index,completed,7,24,2011-04-16T19:46:07+00:00,573
Aizycran,9941,Tiger & Bunny,completed,7,25,2014-05-24T19:24:27+00:00,573
Aizycran,44070,Tian Guan Cifu Special,completed,10,1,2022-01-01T16:41:21+00:00,573
Aizycran,40730,Tian Guan Cifu,completed,8,11,2023-01-24T11:25:29+00:00,573
Aizycran,885,Tenshi no Tamago,completed,6,1,2013-07-13T20:00:33+00:00,573
Aizycran,22,Tennis no Oujisama,completed,9,178,2011-06-18T20:18:15+00:00,573
Aizycran,40907,World Trigger 2nd Season,completed,8,12,2022-11-16T22:13:46+00:00,573
Aizycran,14467,K,completed,6,13,2016-01-16T22:28:43+00:00,573
Aizycran,35968,Wotaku ni Koi wa Muzukashii,completed,8,11,2018-06-30T21:12:23+00:00,573
Aizycran,28677,Yamada-kun to 7-nin no Majo,completed,8,12,2018-06-26T21:32:23+00:00,573
Aizycran,52034,"""Oshi no Ko""",completed,6,11,2023-07-23T13:59:40+00:00,573
Aizycran,32998,91 Days,completed,7,12,2016-10-01T21:14:32+00:00,573
Aizycran,34881,Aho Girl,completed,7,12,2018-05-09T20:00:54+00:00,573
Aizycran,31580,Ajin,completed,8,13,2017-02-23T19:31:12+00:00,573
Aizycran,33253,Ajin Part 2,completed,8,13,2017-02-25T20:36:15+00:00,573
Aizycran,3359,Amatsuki,completed,7,13,2016-07-24T12:41:49+00:00,573
Aizycran,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,completed,6,11,2013-07-13T20:04:23+00:00,573
Aizycran,7193,Aoi Bungaku Series,completed,6,12,2013-07-13T20:00:53+00:00,573
Aizycran,586,Ayakashi: Japanese Classic Horror,completed,7,11,2012-12-30T13:08:19+00:00,573
Aizycran,28805,Bakemono no Ko,completed,10,1,2016-07-24T21:50:14+00:00,573
Aizycran,3228,Zoku Sayonara Zetsubou Sensei,completed,7,13,2011-04-16T17:01:08+00:00,573
Aizycran,5300,Zoku Natsume Yuujinchou,completed,10,13,2018-05-26T20:20:58+00:00,573
Aizycran,14075,Zetsuen no Tempest,completed,6,24,2014-01-23T19:10:43+00:00,573
Aizycran,6377,Zan Sayonara Zetsubou Sensei,completed,7,13,2011-04-16T17:01:39+00:00,573
Aizycran,32995,Yuri!!! on Ice,completed,6,12,2016-12-27T19:31:18+00:00,573
Aizycran,10216,"Yondemasu yo, Azazel-san. (TV)",completed,8,13,2011-07-06T17:10:50+00:00,573
Aizycran,39989,Yamiyo,completed,10,1,2019-06-26T06:31:48+00:00,573
Aizycran,37779,Yakusoku no Neverland,completed,6,12,2019-03-30T13:01:38+00:00,573
Aizycran,61,D.N.Angel,completed,10,26,2012-05-07T17:36:17+00:00,573
Aizycran,2001,Tengen Toppa Gurren Lagann,completed,8,27,2011-04-15T19:24:37+00:00,573
Aizycran,8311,Tegamibachi Reverse,completed,10,25,2015-04-20T08:11:22+00:00,573
Aizycran,740,Bishoujo Senshi Sailor Moon R,completed,6,43,2011-04-19T21:08:31+00:00,573
Aizycran,532,Bishoujo Senshi Sailor Moon S,completed,6,38,2011-04-19T21:08:42+00:00,573
Aizycran,1239,Bishoujo Senshi Sailor Moon SuperS,completed,6,39,2011-04-21T11:24:54+00:00,573
Aizycran,996,Bishoujo Senshi Sailor Moon: Sailor Stars,completed,6,34,2011-04-21T11:25:13+00:00,573
Aizycran,150,Blood+,completed,6,50,2014-06-01T09:00:02+00:00,573
Aizycran,31043,Boku dake ga Inai Machi,completed,8,12,2016-03-28T19:10:35+00:00,573
Aizycran,31964,Boku no Hero Academia,completed,10,13,2016-06-28T18:17:35+00:00,573
Aizycran,33486,Boku no Hero Academia 2nd Season,completed,10,25,2017-09-30T21:56:33+00:00,573
Aizycran,36456,Boku no Hero Academia 3rd Season,completed,7,25,2023-01-24T10:00:38+00:00,573
Aizycran,38408,Boku no Hero Academia 4th Season,completed,7,25,2023-01-24T10:00:49+00:00,573
Aizycran,41587,Boku no Hero Academia 5th Season,completed,7,25,2023-01-19T10:14:35+00:00,573
Aizycran,1690,Bokura no,completed,8,24,2011-04-15T19:50:06+00:00,573
Aizycran,32867,Bungou Stray Dogs 2nd Season,completed,7,12,2017-07-17T12:16:06+00:00,573
Aizycran,1689,Byousoku 5 Centimeter,completed,6,3,2012-12-30T13:21:45+00:00,573
Aizycran,1575,Code Geass: Hangyaku no Lelouch,completed,8,25,2012-01-30T20:14:57+00:00,573
Aizycran,2904,Code Geass: Hangyaku no Lelouch R2,completed,8,25,2011-08-18T19:49:15+00:00,573
Aizycran,1482,D.Gray-man,completed,10,103,2012-01-30T20:10:35+00:00,573
Aizycran,530,Bishoujo Senshi Sailor Moon,completed,6,46,2011-04-19T19:37:37+00:00,573
Aizycran,5538,Tegamibachi: Hikari to Ao no Gensou Yawa,completed,10,1,2011-04-14T17:14:11+00:00,573
Aizycran,27727,Binan Koukou Chikyuu Bouei-bu LOVE!,completed,6,12,2015-06-02T22:16:17+00:00,573
Aizycran,5081,Bakemonogatari,completed,6,15,2013-07-13T20:04:12+00:00,573
Aizycran,6444,Tegamibachi,completed,10,25,2015-04-20T08:11:09+00:00,573
Aizycran,2418,Stranger: Mukou Hadan,completed,10,1,2011-04-14T17:19:41+00:00,573
Aizycran,341,Spiral: Suiri no Kizuna,completed,6,25,2013-07-13T19:58:19+00:00,573
Aizycran,3470,Special A,completed,8,24,2011-04-15T19:27:38+00:00,573
Aizycran,3588,Soul Eater,completed,7,51,2011-04-16T19:44:51+00:00,573
Aizycran,4722,Skip Beat!,completed,7,25,2011-04-16T19:44:30+00:00,573
Aizycran,1557,Shounen Onmyouji,completed,9,26,2011-04-14T19:20:33+00:00,573
Aizycran,32,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",completed,9,1,2011-04-15T19:17:13+00:00,573
Aizycran,30,Shinseiki Evangelion,completed,9,26,2013-08-24T20:23:01+00:00,573
Aizycran,169,Shingetsutan Tsukihime,completed,6,12,2012-02-25T13:03:31+00:00,573
Aizycran,7724,Shiki,completed,7,22,2012-04-22T17:41:32+00:00,573
Aizycran,1559,Shijou Saikyou no Deshi Kenichi,completed,8,50,2011-08-18T13:06:11+00:00,573
Aizycran,49413,Shiguang Dailiren II,completed,10,12,2023-12-25T18:06:12+00:00,573
Aizycran,44074,Shiguang Dailiren,completed,10,11,2023-01-20T17:01:15+00:00,573
Aizycran,3861,Shaman King Specials,completed,7,5,2017-09-29T22:48:36+00:00,573
Aizycran,154,Shaman King,completed,10,64,2012-01-30T20:12:23+00:00,573
Aizycran,2787,Shakugan no Shana II (Second),completed,7,24,2011-04-16T19:43:51+00:00,573
Aizycran,36649,Banana Fish,completed,10,24,2019-03-18T21:27:14+00:00,573
Aizycran,34933,Kakegurui,completed,6,12,2017-09-24T20:34:46+00:00,573
Aizycran,8086,Densetsu no Yuusha no Densetsu,completed,7,24,2012-12-30T13:08:27+00:00,573
Aizycran,2593,Kara no Kyoukai Movie 1: Fukan Fuukei,completed,7,1,2011-04-16T19:43:27+00:00,573
Aizycran,28725,Kokoro ga Sakebitagatterunda.,completed,8,1,2017-12-17T21:07:12+00:00,573
Aizycran,37086,Kakegurui××,completed,6,12,2019-03-30T13:00:51+00:00,573
Aizycran,28851,Koe no Katachi,completed,10,1,2019-03-18T21:24:27+00:00,573
Aizycran,22535,Kiseijuu: Sei no Kakuritsu,completed,10,24,2023-05-28T12:28:19+00:00,573
Aizycran,28957,Mushishi Zoku Shou: Suzu no Shizuku,completed,8,1,2015-08-31T17:58:19+00:00,573
Aizycran,21329,Mushishi: Hihamukage,completed,7,1,2014-01-13T15:43:01+00:00,573
Aizycran,877,Nana,completed,10,47,2012-01-30T20:08:24+00:00,573
Aizycran,20,Naruto,completed,8,220,2013-06-01T17:43:35+00:00,573
Aizycran,2248,Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undoukai,completed,6,1,2013-02-06T19:55:12+00:00,573
Aizycran,4081,Natsume Yuujinchou,completed,10,13,2018-05-26T20:20:46+00:00,573
Aizycran,32983,Natsume Yuujinchou Go,completed,10,11,2017-01-01T17:28:34+00:00,573
Aizycran,36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,completed,10,1,2020-01-12T22:19:28+00:00,573
Aizycran,34591,Natsume Yuujinchou Roku,completed,10,11,2017-07-18T18:20:29+00:00,573
Aizycran,10379,Natsume Yuujinchou San,completed,10,13,2012-10-30T17:53:26+00:00,573
Aizycran,11665,Natsume Yuujinchou Shi,completed,10,13,2012-10-30T17:53:37+00:00,573
Aizycran,20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,completed,10,1,2014-02-26T21:07:55+00:00,573
Aizycran,18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,completed,7,1,2014-03-16T17:24:08+00:00,573
Aizycran,10161,No.6,completed,7,11,2016-01-16T22:28:02+00:00,573
Aizycran,20507,Noragami,completed,9,12,2017-09-29T22:48:51+00:00,573
Aizycran,8129,Kuragehime,completed,9,11,2011-04-15T19:19:00+00:00,573
Aizycran,11771,Kuroko no Basket,completed,6,25,2013-07-13T19:57:27+00:00,573
Aizycran,4898,Kuroshitsuji,completed,6,24,2017-12-30T16:37:31+00:00,573
Aizycran,6707,Kuroshitsuji II,completed,6,12,2017-12-30T16:37:42+00:00,573
Aizycran,24701,Mushishi Zoku Shou 2nd Season,completed,9,10,2015-07-03T15:05:33+00:00,573
Aizycran,21939,Mushishi Zoku Shou,completed,9,10,2014-06-22T17:26:34+00:00,573
Aizycran,457,Mushishi,completed,9,26,2014-01-13T15:43:51+00:00,573
Aizycran,2246,Mononoke,completed,10,12,2011-04-14T19:15:34+00:00,573
Aizycran,38450,Mo Dao Zu Shi: Xian Yun Pian,completed,8,8,2019-11-15T11:14:51+00:00,573
Aizycran,37208,Mo Dao Zu Shi,completed,10,15,2019-09-09T08:48:31+00:00,573
Aizycran,21603,Mekakucity Actors,completed,7,12,2014-07-06T12:55:47+00:00,573
Aizycran,10721,Mawaru Penguindrum,completed,9,24,2019-09-05T08:04:57+00:00,573
Aizycran,558,Major S2,completed,7,26,2015-08-21T15:53:52+00:00,573
Aizycran,30503,Noragami Aragoto,completed,10,13,2017-02-10T21:40:14+00:00,573
Aizycran,627,Major S1,completed,7,26,2017-09-29T22:47:44+00:00,573
Aizycran,36902,Mahou Shoujo Ore,completed,8,12,2018-06-25T13:31:13+00:00,573
Aizycran,9756,Mahou Shoujo Madoka★Magica,completed,7,12,2011-06-19T19:59:20+00:00,573
Aizycran,14513,Magi: The Labyrinth of Magic,completed,8,25,2013-12-01T21:02:10+00:00,573
Aizycran,18115,Magi: The Kingdom of Magic,completed,9,25,2014-05-24T19:23:16+00:00,573
Aizycran,34599,Made in Abyss,completed,8,13,2017-10-04T19:51:04+00:00,573
Aizycran,2034,Lovely★Complex,completed,9,24,2011-10-31T08:41:08+00:00,573
Aizycran,279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,completed,9,13,2011-04-15T19:18:22+00:00,573
Aizycran,4080,Kyou kara Maou! 3rd Series,completed,6,39,2011-04-21T11:09:43+00:00,573
Aizycran,251,Kyou kara Maou!,completed,7,78,2011-04-16T17:05:22+00:00,573
Aizycran,32902,Mahoutsukai no Yome: Hoshi Matsu Hito,completed,6,3,2023-01-24T11:59:30+00:00,573
Aizycran,30885,Noragami Aragoto OVA,completed,9,2,2017-02-10T21:40:22+00:00,573
Aizycran,22145,Kuroshitsuji: Book of Circus,completed,7,10,2014-09-18T10:22:08+00:00,573
Aizycran,6512,Nyan Koi!,completed,7,12,2011-04-16T17:06:14+00:00,573
Aizycran,199,Sen to Chihiro no Kamikakushi,completed,8,1,2011-04-30T21:31:38+00:00,573
Aizycran,3466,Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,completed,8,1,2011-04-15T19:36:51+00:00,573
Aizycran,35079,Kino no Tabi: The Beautiful World - The Animated Series,completed,8,12,2017-12-29T19:54:16+00:00,573
Aizycran,1379,Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,completed,8,1,2011-04-15T19:36:10+00:00,573
Aizycran,2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,completed,8,1,2011-04-15T19:36:38+00:00,573
Aizycran,486,Kino no Tabi: The Beautiful World,completed,8,13,2011-04-15T19:36:21+00:00,573
Aizycran,32281,Kimi no Na wa.,completed,8,1,2016-12-27T22:28:44+00:00,573
Aizycran,5420,Kemono no Souja Erin,completed,9,50,2013-02-06T19:51:28+00:00,573
Aizycran,1606,Kekkaishi,completed,10,52,2013-05-02T21:15:09+00:00,573
Aizycran,34451,Kekkai Sensen & Beyond,completed,6,12,2017-12-29T19:57:26+00:00,573
Aizycran,1827,Seirei no Moribito,completed,8,26,2019-06-30T01:37:41+00:00,573
Aizycran,24439,Kekkai Sensen,completed,6,12,2016-06-07T21:55:52+00:00,573
Aizycran,6594,Katanagatari,completed,8,12,2011-04-15T19:38:17+00:00,573
Aizycran,16035,Karneval (TV),completed,7,13,2013-07-26T18:55:10+00:00,573
Aizycran,6624,Kara no Kyoukai Remix: Gate of Seventh Heaven,completed,7,1,2011-04-16T19:42:07+00:00,573
Aizycran,5205,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),completed,7,1,2011-04-16T19:42:21+00:00,573
Aizycran,5204,Kara no Kyoukai Movie 6: Boukyaku Rokuon,completed,7,1,2011-04-16T19:42:31+00:00,573
Aizycran,4282,Kara no Kyoukai Movie 5: Mujun Rasen,completed,7,1,2011-04-16T19:42:45+00:00,573
Aizycran,4280,Kara no Kyoukai Movie 4: Garan no Dou,completed,7,1,2011-04-16T19:42:57+00:00,573
Aizycran,3783,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,completed,7,1,2011-04-16T19:43:06+00:00,573
Aizycran,3782,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),completed,7,1,2011-04-16T19:43:16+00:00,573
Aizycran,20767,Noragami OVA,completed,8,2,2017-02-10T21:40:31+00:00,573
Aizycran,1604,Katekyou Hitman Reborn!,completed,10,203,2017-10-28T18:32:51+00:00,573
Aizycran,2605,Sayonara Zetsubou Sensei,completed,8,12,2012-01-30T20:15:12+00:00,573
Aizycran,355,Shakugan no Shana,completed,7,24,2017-09-29T22:47:30+00:00,573
Aizycran,13601,Psycho-Pass,completed,6,22,2017-12-20T16:43:06+00:00,573
Aizycran,437,Perfect Blue,completed,7,1,2019-05-09T20:57:18+00:00,573
Aizycran,527,Pokemon,completed,6,276,2011-04-19T21:09:56+00:00,573
Aizycran,528,Pokemon Movie 01: Mewtwo no Gyakushuu,completed,6,1,2011-04-21T11:34:52+00:00,573
Aizycran,721,Princess Tutu,completed,8,38,2011-04-15T19:31:20+00:00,573
Aizycran,37426,Sarazanmai,completed,7,11,2019-07-10T22:54:33+00:00,573
Aizycran,30015,ReLIFE,completed,7,13,2016-07-10T10:47:46+00:00,573
Aizycran,64,Rozen Maiden,completed,7,12,2017-09-29T22:50:58+00:00,573
Aizycran,1719,Rozen Maiden: Ouvertüre,completed,8,2,2011-04-15T19:30:33+00:00,573
Aizycran,65,Rozen Maiden: Träumend,completed,7,12,2017-09-29T22:51:08+00:00,573
Aizycran,5341,Ookami to Koushinryou II,completed,6,12,2013-07-13T20:00:48+00:00,573
Aizycran,45,Rurouni Kenshin: Meiji Kenkaku Romantan,completed,8,94,2014-05-28T18:48:55+00:00,573
Aizycran,957,Saiunkoku Monogatari,completed,9,39,2011-04-15T19:21:41+00:00,573
Aizycran,2966,Ookami to Koushinryou,completed,7,13,2011-04-16T17:10:31+00:00,573
Aizycran,12355,Ookami Kodomo no Ame to Yuki,completed,6,1,2017-09-29T22:57:52+00:00,573
Aizycran,30276,One Punch Man,completed,6,12,2015-12-30T16:09:45+00:00,573
Aizycran,1914,Saiunkoku Monogatari 2nd Season,completed,9,39,2011-04-15T19:21:52+00:00,573
Aizycran,853,Ouran Koukou Host Club,completed,9,26,2011-04-15T19:20:47+00:00,573
Aizycran,322,Paradise Kiss,completed,6,12,2013-07-13T20:01:20+00:00,573
Alchemist_Senpai,17265,Log Horizon,completed,7,25,2022-12-25T20:00:49+00:00,688
Alchemist_Senpai,32949,Kuzu no Honkai,completed,7,12,2023-08-15T16:38:58+00:00,688
Alchemist_Senpai,51064,Kuro no Shoukanshi,completed,8,12,2022-10-28T22:26:01+00:00,688
Alchemist_Senpai,37984,"Kumo desu ga, Nani ka?",completed,7,24,2022-02-20T01:07:43+00:00,688
Alchemist_Senpai,34712,Kujira no Kora wa Sajou ni Utau,completed,7,12,2022-03-10T20:02:17+00:00,688
Alchemist_Senpai,28851,Koe no Katachi,completed,7,1,2022-02-20T00:54:27+00:00,688
Alchemist_Senpai,11887,Kokoro Connect,completed,7,13,2022-02-20T00:45:24+00:00,688
Alchemist_Senpai,33206,Kobayashi-san Chi no Maid Dragon,completed,6,13,2022-02-20T00:58:21+00:00,688
Alchemist_Senpai,22535,Kiseijuu: Sei no Kakuritsu,completed,7,24,2022-02-20T00:51:47+00:00,688
Alchemist_Senpai,36098,Kimi no Suizou wo Tabetai,completed,8,1,2023-04-11T17:09:22+00:00,688
Alchemist_Senpai,23321,Log Horizon 2nd Season,completed,7,25,2022-12-25T20:01:31+00:00,688
Alchemist_Senpai,32281,Kimi no Na wa.,completed,8,1,2022-02-20T00:56:44+00:00,688
Alchemist_Senpai,16782,Kotonoha no Niwa,completed,7,1,2022-02-20T00:48:14+00:00,688
Alchemist_Senpai,41109,Log Horizon: Entaku Houkai,completed,6,12,2022-12-26T23:17:05+00:00,688
Alchemist_Senpai,585,Mimi wo Sumaseba,completed,7,1,2023-02-20T05:52:02+00:00,688
Alchemist_Senpai,17247,Machine-Doll wa Kizutsukanai,completed,7,12,2022-07-13T11:23:08+00:00,688
Alchemist_Senpai,34599,Made in Abyss,completed,8,13,2022-03-22T17:30:41+00:00,688
Alchemist_Senpai,36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,completed,8,1,2022-03-22T17:31:43+00:00,688
Alchemist_Senpai,18115,Magi: The Kingdom of Magic,completed,8,25,2023-08-05T03:33:10+00:00,688
