username,anime_id,anime_title,status,score,num_episodes_watched,updated_at
request,306,Abenobashi Mahou☆Shoutengai,completed,9,13,2008-07-19T10:53:44+00:00
request,1292,Afro Samurai,completed,5,5,2008-04-12T18:39:35+00:00
request,4970,Afro Samurai: Resurrection,completed,6,1,2009-02-08T00:42:26+00:00
request,101,Air,completed,7,13,2012-12-07T15:19:18+00:00
request,3791,Air Gear Special,completed,6,1,2008-04-12T18:41:06+00:00
request,4744,Akaneiro ni Somaru Saka,completed,5,12,2009-01-02T17:15:10+00:00
request,47,Akira,completed,7,1,2008-09-27T16:16:26+00:00
request,3549,Allison to Lillia,completed,8,26,2008-12-21T14:13:19+00:00
request,3359,Amatsuki,completed,7,13,2008-08-11T10:47:21+00:00
request,1998,Amazing Nuts!,completed,7,1,2009-05-01T11:34:09+00:00
request,1223,Ame to Shoujo to Watashi no Tegami,completed,5,1,2008-09-27T16:15:47+00:00
request,10516,Anemone,completed,7,1,2012-12-07T15:21:46+00:00
request,6547,Angel Beats!,completed,7,13,2010-07-05T22:01:25+00:00
request,2832,Ani*Kuri15,completed,8,15,2008-09-27T16:11:59+00:00
request,1797,Animation Seisaku Shinkou Kuromi-chan,completed,7,1,2010-05-08T18:43:02+00:00
request,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,completed,8,11,2012-12-07T15:22:38+00:00
request,11433,Ano Natsu de Matteru,completed,6,12,2012-12-07T15:22:56+00:00
request,11111,Another,completed,7,12,2012-12-21T13:24:27+00:00
request,1051,Ao no 6-gou,completed,8,4,2008-07-06T15:42:01+00:00
request,9919,Ao no Exorcist,completed,6,25,2012-12-07T15:24:03+00:00
request,7193,Aoi Bungaku Series,completed,8,12,2010-01-18T20:24:34+00:00
request,6164,Aoi Hana,completed,7,11,2009-12-08T16:37:00+00:00
request,1327,Aoki Densetsu Shoot!,completed,6,58,2008-04-12T18:42:39+00:00
request,2682,Aoki Densetsu Shoot! (Movie),completed,5,1,2010-02-19T18:12:41+00:00
request,54,Appleseed (Movie),completed,4,1,2008-04-12T18:43:08+00:00
request,7647,Arakawa Under the Bridge,completed,7,13,2011-01-12T01:28:47+00:00
request,477,Aria the Animation,completed,7,13,2008-11-20T19:45:01+00:00
request,1205,Aru Tabibito no Nikki,completed,5,6,2008-09-27T16:19:55+00:00
request,3401,Aru Tabibito no Nikki Specials,completed,5,5,2009-04-23T15:05:24+00:00
request,4999,Asu no Yoichi!,completed,4,12,2009-03-28T21:21:31+00:00
request,5342,Asura Cryin',completed,5,13,2009-09-29T10:09:05+00:00
request,1370,Atama Yama,completed,5,1,2009-04-23T15:06:04+00:00
request,66,Azumanga Daiou The Animation,completed,8,26,2009-06-07T17:58:30+00:00
request,2251,Baccano!,completed,8,13,2008-04-12T18:43:32+00:00
request,3901,Baccano! Specials,completed,9,3,2009-03-30T19:22:37+00:00
request,6347,Baka to Test to Shoukanjuu,completed,6,13,2010-04-14T11:03:50+00:00
request,5081,Bakemonogatari,completed,7,15,2012-12-05T17:21:38+00:00
request,7674,Bakuman.,completed,8,25,2012-12-07T15:26:59+00:00
request,10030,Bakuman. 2nd Season,completed,8,25,2012-12-07T15:27:04+00:00
request,1576,Bakumatsu Kikansetsu Irohanihoheto,completed,6,26,2008-04-12T18:44:10+00:00
request,2986,Bamboo Blade,completed,7,26,2008-07-05T23:33:02+00:00
request,10501,Bannou Yasai Ninninman,completed,6,1,2012-12-07T15:27:38+00:00
request,1589,Bartender,completed,8,11,2008-04-12T18:44:30+00:00
request,67,Basilisk: Kouga Ninpou Chou,completed,6,24,2008-04-12T18:44:48+00:00
request,5675,Basquash!,completed,6,26,2009-10-10T19:35:43+00:00
request,4094,Batman: Gotham Knight,completed,6,6,2009-04-23T15:07:46+00:00
request,1799,Battle Fighters Garou Densetsu,completed,3,1,2008-11-07T10:32:23+00:00
request,57,Beck,completed,9,26,2008-04-12T18:45:02+00:00
request,13535,Binbougami ga!,completed,7,13,2012-12-07T15:28:34+00:00
request,889,Black Lagoon,completed,8,12,2008-04-12T18:45:22+00:00
request,4901,Black Lagoon: Roberta's Blood Trail,completed,7,5,2012-12-07T15:29:00+00:00
request,1519,Black Lagoon: The Second Barrage,completed,8,12,2008-04-12T18:45:34+00:00
request,7059,Black★Rock Shooter (OVA),completed,6,1,2012-12-07T15:29:20+00:00
request,1055,Blame!,completed,5,6,2008-07-05T23:33:44+00:00
request,269,Bleach,completed,7,366,2013-01-17T20:15:01+00:00
request,1686,Bleach Movie 1: Memories of Nobody,completed,6,1,2008-04-12T18:46:35+00:00
request,2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,completed,8,1,2008-09-27T16:19:08+00:00
request,4835,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,completed,7,1,2009-10-06T19:16:26+00:00
request,405,Blood: The Last Vampire,completed,6,1,2008-09-27T16:16:42+00:00
request,819,Boku wa Imouto ni Koi wo Suru,completed,6,1,2009-03-31T10:38:31+00:00
request,10719,Boku wa Tomodachi ga Sukunai,completed,7,12,2012-12-07T15:30:26+00:00
request,7597,"Boku, Otaryman.",completed,5,1,2012-12-07T15:29:54+00:00
request,1222,Bokura ga Ita,completed,9,26,2009-01-01T20:58:25+00:00
request,1690,Bokura no,completed,9,24,2008-07-05T23:34:02+00:00
request,369,Boogiepop wa Warawanai,completed,7,12,2008-08-28T12:22:14+00:00
request,4177,Bounen no Xamdou,completed,10,26,2009-08-14T18:55:56+00:00
request,1681,Brave Story,completed,6,1,2009-02-15T19:14:47+00:00
request,3389,Bus Gamer,completed,3,3,2008-07-05T23:16:46+00:00
request,1689,Byousoku 5 Centimeter,completed,10,3,2008-04-12T18:47:36+00:00
request,10163,C: The Money of Soul and Possibility Control,completed,6,11,2012-12-07T15:31:51+00:00
request,5356,Canaan,completed,7,13,2009-09-29T19:30:08+00:00
request,4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,completed,6,7,2009-05-29T11:00:45+00:00
request,3456,Candy☆Boy: Side Story For Archive,completed,0,5,2009-04-23T15:25:00+00:00
request,2116,Captain Tsubasa,completed,6,128,2008-04-12T18:48:00+00:00
request,1674,Captain Tsubasa J,completed,6,47,2008-04-12T18:48:12+00:00
request,2120,Captain Tsubasa: Asu ni Mukatte Hashire!,completed,5,1,2008-04-12T18:48:30+00:00
request,2119,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,completed,0,1,2009-04-23T15:25:00+00:00
request,2118,Captain Tsubasa: Europe Daikessen,completed,5,1,2008-04-12T18:48:40+00:00
request,1614,Captain Tsubasa: Road to 2002,completed,6,52,2008-04-12T18:49:03+00:00
request,2122,Captain Tsubasa: Saikyou no Teki! Holland Youth,completed,5,1,2008-04-12T18:49:24+00:00
request,2121,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,completed,0,1,2013-01-09T21:03:11+00:00
request,4981,Casshern Sins,completed,9,24,2009-03-21T11:19:20+00:00
request,6280,Cat Shit One,completed,8,1,2012-12-07T15:32:33+00:00
request,3087,Cencoroll,completed,8,1,2009-10-30T14:03:47+00:00
request,4975,ChäoS;HEAd,completed,5,11,2009-01-02T17:14:19+00:00
request,7176,Cheburashka Arere?,completed,7,26,2010-05-12T15:17:21+00:00
request,3841,Chi's Sweet Home,completed,8,104,2008-11-07T10:12:08+00:00
request,10800,Chihayafuru,completed,8,25,2012-12-07T15:33:11+00:00
request,3962,Chocolate Underground,completed,3,13,2009-04-23T15:27:46+00:00
request,14741,Chuunibyou demo Koi ga Shitai!,completed,7,12,2012-12-30T21:44:54+00:00
request,2274,CLAMP in Wonderland,completed,5,1,2008-07-06T14:43:17+00:00
request,2768,CLAMP in Wonderland 2,completed,5,1,2008-07-06T14:43:25+00:00
request,2167,Clannad,completed,8,23,2008-04-12T18:49:52+00:00
request,1723,Clannad Movie,completed,8,1,2008-07-05T23:35:02+00:00
request,4181,Clannad: After Story,completed,9,24,2009-07-02T10:44:38+00:00
request,6351,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",completed,8,1,2009-08-19T21:55:25+00:00
request,1818,Claymore,completed,8,26,2008-07-05T23:17:05+00:00
request,1890,Clover,completed,4,1,2008-07-06T14:43:44+00:00
request,4646,Cobra The Animation: The Psycho-Gun,completed,6,4,2009-07-02T16:46:08+00:00
request,8888,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,completed,7,1,2013-01-06T15:10:45+00:00
request,1575,Code Geass: Hangyaku no Lelouch,completed,8,25,2013-01-06T14:18:57+00:00
request,2904,Code Geass: Hangyaku no Lelouch R2,completed,8,25,2008-11-07T10:12:27+00:00
request,8142,Colorful (Movie),completed,7,1,2012-12-07T15:33:41+00:00
request,14317,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,completed,6,1,2013-01-08T19:22:01+00:00
request,3506,Connected,completed,7,1,2009-05-01T10:53:48+00:00
request,10029,Coquelicot-zaka kara,completed,8,1,2012-12-07T15:34:13+00:00
request,1,Cowboy Bebop,completed,9,26,2008-04-12T18:51:08+00:00
request,5,Cowboy Bebop: Tengoku no Tobira,completed,9,1,2008-04-12T18:51:18+00:00
request,5941,Cross Game,completed,8,50,2010-04-14T11:04:04+00:00
request,1153,Crying Freeman,completed,4,6,2010-01-18T20:25:53+00:00
request,3840,Crystal Blaze,completed,6,12,2008-09-27T16:23:48+00:00
request,2724,Daicon Opening Animations,completed,7,2,2012-12-07T18:11:26+00:00
request,11843,Danshi Koukousei no Nichijou,completed,7,12,2012-12-07T15:35:15+00:00
request,2025,Darker than Black: Kuro no Keiyakusha,completed,7,25,2009-10-09T19:00:50+00:00
request,6573,Darker than Black: Ryuusei no Gemini,completed,7,12,2009-12-30T11:21:21+00:00
request,974,Dead Leaves,completed,8,1,2013-01-09T21:06:12+00:00
request,6880,Deadman Wonderland,completed,7,12,2012-12-07T15:35:44+00:00
request,10418,Deadman Wonderland: Akai Knife Tsukai,completed,5,1,2012-12-07T15:35:50+00:00
request,292,Dear Boys,completed,6,26,2008-04-12T18:52:04+00:00
request,1535,Death Note,completed,9,37,2009-03-16T18:12:01+00:00
request,2164,Dennou Coil,completed,6,26,2008-04-12T18:52:41+00:00
request,9379,Denpa Onna to Seishun Otoko,completed,7,12,2012-12-07T15:36:15+00:00
request,5177,Denpa-teki na Kanojo,completed,7,2,2011-01-12T01:29:42+00:00
request,8086,Densetsu no Yuusha no Densetsu,completed,6,24,2012-06-04T13:34:31+00:00
request,3702,Detroit Metal City,completed,10,12,2008-11-07T10:12:35+00:00
request,1726,Devil May Cry,completed,5,12,2008-04-12T19:17:57+00:00
request,1105,Digital Juice,completed,5,1,2009-01-22T21:12:28+00:00
request,5593,Dogs: Bullets & Carnage,completed,7,4,2009-08-22T11:49:00+00:00
request,4158,Dore Dore no Uta,completed,5,1,2009-05-01T10:57:27+00:00
request,223,Dragon Ball,completed,5,153,2009-03-05T20:38:31+00:00
request,225,Dragon Ball GT,completed,4,64,2008-04-12T19:18:30+00:00
request,987,Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,completed,6,1,2013-01-07T01:53:29+00:00
request,6033,Dragon Ball Kai,completed,5,97,2012-06-04T13:34:42+00:00
request,11359,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,completed,6,1,2012-12-07T16:24:08+00:00
request,502,Dragon Ball Movie 1: Shen Long no Densetsu,completed,6,1,2008-07-06T14:39:36+00:00
request,891,Dragon Ball Movie 2: Majinjou no Nemurihime,completed,6,1,2008-07-06T14:39:46+00:00
request,892,Dragon Ball Movie 3: Makafushigi Daibouken,completed,5,1,2008-07-06T14:39:53+00:00
request,893,Dragon Ball Movie 4: Saikyou e no Michi,completed,5,1,2008-07-06T14:39:58+00:00
request,2520,Dragon Ball Specials,completed,5,1,2008-07-06T14:39:23+00:00
request,813,Dragon Ball Z,completed,7,291,2008-07-06T14:40:09+00:00
request,894,Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,completed,6,1,2008-07-06T14:40:15+00:00
request,895,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,completed,6,1,2008-07-06T14:40:19+00:00
request,896,Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,completed,6,1,2008-07-06T14:40:29+00:00
request,897,Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,completed,5,1,2008-07-06T14:40:34+00:00
request,898,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,completed,7,1,2008-07-06T14:40:42+00:00
request,899,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,completed,6,1,2008-07-06T14:40:51+00:00
request,900,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,completed,6,1,2008-07-06T14:40:59+00:00
request,901,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",completed,5,1,2008-07-06T14:41:03+00:00
request,902,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,completed,5,1,2008-07-06T14:41:09+00:00
request,903,Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,completed,7,1,2008-07-06T14:41:15+00:00
request,904,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,completed,7,1,2008-07-06T14:41:20+00:00
request,905,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,completed,7,1,2008-07-06T14:41:25+00:00
request,906,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,completed,6,1,2008-07-06T14:41:32+00:00
request,986,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,completed,5,1,2008-07-06T14:41:40+00:00
request,985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,completed,5,1,2008-07-06T14:41:45+00:00
request,984,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,completed,5,2,2008-07-06T14:41:52+00:00
request,12231,Dragon Ball: Episode of Bardock,completed,5,1,2013-01-07T02:13:20+00:00
request,3230,Druaga no Tou: The Aegis of Uruk,completed,8,12,2008-09-27T16:27:16+00:00
request,4726,Druaga no Tou: The Sword of Uruk,completed,6,12,2009-06-18T18:47:20+00:00
request,6746,Durarara!!,completed,7,24,2011-01-12T01:29:14+00:00
request,4789,ef: A Tale of Melodies.,completed,7,12,2009-01-07T15:40:32+00:00
request,2924,ef: A Tale of Memories.,completed,8,12,2008-07-05T23:36:13+00:00
request,2953,Egao,completed,7,1,2008-07-05T23:36:26+00:00
request,226,Elfen Lied,completed,8,13,2008-04-12T19:19:36+00:00
request,790,Ergo Proxy,completed,7,23,2008-04-12T19:19:52+00:00
request,393,Escaflowne,completed,6,1,2008-04-12T19:20:14+00:00
request,2759,Evangelion Movie 1: Jo,completed,8,1,2008-11-20T14:55:13+00:00
request,3784,Evangelion Movie 2: Ha,completed,9,1,2012-12-07T15:37:21+00:00
request,3167,Eve no Jikan,completed,9,6,2009-10-08T18:01:51+00:00
request,7465,Eve no Jikan (Movie),completed,8,1,2012-12-07T15:37:47+00:00
request,3525,Extra,completed,6,1,2008-11-11T14:42:07+00:00
request,15,Eyeshield 21,completed,6,145,2010-06-21T14:47:35+00:00
request,10087,Fate/Zero,completed,8,13,2012-12-07T15:38:24+00:00
request,11741,Fate/Zero 2nd Season,completed,7,12,2012-12-07T15:38:29+00:00
request,5496,Feng Yun Jue,completed,6,1,2009-04-23T15:47:13+00:00
request,317,Final Fantasy VII: Advent Children,completed,7,1,2010-01-18T20:27:04+00:00
request,2952,Final Fantasy VII: Advent Children Complete,completed,8,1,2009-08-11T18:20:34+00:00
request,2042,Five Star Stories,completed,6,1,2008-09-27T16:14:51+00:00
request,1299,Flag,completed,8,13,2008-08-11T10:45:14+00:00
request,227,FLCL,completed,8,6,2009-04-24T16:07:11+00:00
request,5016,Fluximation,completed,8,14,2009-05-01T11:43:47+00:00
request,9314,Fractale,completed,7,11,2012-12-07T15:39:03+00:00
request,1747,Freedom,completed,8,7,2008-08-11T10:47:41+00:00
request,120,Fruits Basket,completed,8,26,2012-12-07T15:39:25+00:00
request,71,Full Metal Panic!,completed,8,24,2008-04-12T19:21:14+00:00
request,73,Full Metal Panic! The Second Raid,completed,8,13,2008-07-05T23:36:51+00:00
request,1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,completed,8,1,2008-07-05T23:36:59+00:00
request,72,Full Metal Panic? Fumoffu,completed,9,12,2009-06-06T22:16:27+00:00
request,121,Fullmetal Alchemist,completed,9,51,2008-04-12T19:24:25+00:00
request,5114,Fullmetal Alchemist: Brotherhood,completed,10,64,2010-07-09T09:38:27+00:00
request,430,Fullmetal Alchemist: The Conqueror of Shamballa,completed,7,1,2008-04-12T19:24:35+00:00
request,8187,Fumiko no Kokuhaku,completed,7,1,2012-12-07T15:39:43+00:00
request,3367,Furusato Japan,completed,8,1,2012-12-07T15:40:01+00:00
request,4189,Fuyu no Sonata,completed,7,26,2012-06-04T13:38:55+00:00
request,4725,Ga-Rei: Zero,completed,8,12,2009-01-01T18:48:06+00:00
request,2890,Gake no Ue no Ponyo,completed,8,1,2009-08-12T11:16:11+00:00
request,239,Gankutsuou,completed,10,24,2008-11-20T19:45:19+00:00
request,384,Gantz,completed,6,13,2009-11-23T20:49:41+00:00
request,395,Gantz 2nd Stage,completed,6,13,2009-11-23T20:49:44+00:00
request,3154,Gatchaman,completed,5,3,2012-12-07T15:50:02+00:00
request,3508,Genius Party,completed,8,13,2009-04-23T15:30:45+00:00
request,5155,Genji Monogatari Sennenki,completed,8,11,2010-06-21T14:47:17+00:00
request,2775,Genocyber,completed,0,5,2009-04-23T15:25:00+00:00
request,240,Genshiken,completed,7,12,2008-04-12T19:21:52+00:00
request,2508,Genshiken 2,completed,8,12,2008-04-12T19:22:02+00:00
request,1813,Genshiken OVA,completed,8,3,2008-04-12T19:22:11+00:00
request,2815,Geragera Boes Monogatari,completed,4,52,2012-12-07T18:10:00+00:00
request,132,GetBackers,completed,6,49,2008-04-12T19:22:28+00:00
request,1571,Ghost Hunt,completed,8,25,2008-07-05T23:44:41+00:00
request,7661,Giant Killing,completed,7,26,2012-06-04T13:35:01+00:00
request,3014,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,completed,8,1,2008-08-28T12:26:02+00:00
request,3518,Ginga no Uo Ursa Minor Blue,completed,6,1,2008-08-28T12:25:36+00:00
request,11307,Ginga Patrol PJ,completed,4,26,2012-12-07T18:09:19+00:00
request,918,Gintama,completed,9,201,2012-06-04T13:35:07+00:00
request,7472,Gintama Movie 1: Shinyaku Benizakura-hen,completed,7,1,2012-12-07T15:41:48+00:00
request,9969,Gintama',completed,8,51,2012-12-07T15:43:35+00:00
request,4872,Goku Sayonara Zetsubou Sensei,completed,7,3,2009-09-10T11:48:32+00:00
request,242,Gokusen,completed,4,13,2008-04-12T19:22:48+00:00
request,268,Golden Boy,completed,7,6,2008-04-12T19:23:06+00:00
request,4039,Golgo 13 (TV),completed,7,50,2012-06-04T13:35:14+00:00
request,1859,Grappler Baki,completed,7,1,2008-11-23T19:52:45+00:00
request,245,Great Teacher Onizuka,completed,10,43,2009-10-08T16:45:04+00:00
request,10793,Guilty Crown,completed,6,22,2012-12-07T15:44:05+00:00
request,267,Gungrave,completed,9,26,2008-04-12T19:23:26+00:00
request,10271,Gyakkyou Burai Kaiji: Hakairoku-hen,completed,7,26,2012-12-07T18:13:43+00:00
request,3002,Gyakkyou Burai Kaiji: Ultimate Survivor,completed,8,26,2008-07-05T23:17:19+00:00
request,10417,Gyo,completed,2,1,2012-12-07T15:44:23+00:00
request,3299,H2O: Footprints in the Sand,completed,7,12,2008-11-11T14:42:30+00:00
request,16,Hachimitsu to Clover,completed,9,24,2008-04-12T19:24:00+00:00
request,1142,Hachimitsu to Clover II,completed,9,12,2009-04-23T15:31:42+00:00
request,1824,Hadashi no Gen,completed,7,1,2009-06-08T09:50:29+00:00
request,387,Haibane Renmei,completed,9,13,2008-11-20T19:45:33+00:00
request,263,Hajime no Ippo,completed,10,76,2008-04-12T19:24:58+00:00
request,264,Hajime no Ippo: Champion Road,completed,6,1,2008-04-12T19:25:06+00:00
request,265,Hajime no Ippo: Mashiba vs. Kimura,completed,5,1,2008-04-12T19:25:12+00:00
request,5258,Hajime no Ippo: New Challenger,completed,9,26,2009-07-15T22:27:20+00:00
request,3710,Hakaba Kitarou,completed,7,11,2008-08-28T12:19:39+00:00
request,4551,Hakushaku to Yousei,completed,6,12,2009-01-15T17:25:32+00:00
request,6574,Hanamaru Youchien,completed,7,12,2010-04-25T20:47:21+00:00
request,6726,Hanasakeru Seishounen Recaps,completed,4,1,2009-08-31T13:18:59+00:00
request,9289,Hanasaku Iroha,completed,8,26,2012-12-07T15:45:12+00:00
request,3298,Hatenkou Yuugi,completed,5,10,2008-07-05T23:38:56+00:00
request,5150,Hatsukoi Limited.,completed,8,12,2009-07-10T09:37:56+00:00
request,4983,Hells,completed,6,1,2013-01-16T14:44:39+00:00
request,270,Hellsing,completed,8,13,2009-04-25T18:37:07+00:00
request,8101,HenSemi,completed,6,2,2012-12-07T15:45:33+00:00
request,10187,HenSemi (TV),completed,6,13,2012-12-07T15:45:38+00:00
request,379,Heppoko Jikken Animation Excel♥Saga,completed,7,26,2010-04-25T20:49:14+00:00
request,2002,Heroic Age,completed,7,26,2012-06-04T13:40:23+00:00
request,5060,Hetalia Axis Powers,completed,6,52,2012-06-04T13:35:18+00:00
request,2997,Hi no Tori: Houou-hen,completed,8,1,2010-05-08T18:01:30+00:00
request,2998,Hi no Tori: Uchuu-hen,completed,8,1,2010-05-08T18:01:39+00:00
request,2999,Hi no Tori: Yamato-hen,completed,8,1,2010-05-08T18:01:48+00:00
request,1852,Hidamari Sketch,completed,6,12,2009-04-19T14:15:15+00:00
request,5630,Higashi no Eden,completed,10,11,2009-06-19T21:52:06+00:00
request,6372,Higashi no Eden Movie I: The King of Eden,completed,8,1,2010-03-29T21:34:57+00:00
request,6637,Higashi no Eden Movie II: Paradise Lost,completed,7,1,2012-06-04T13:40:32+00:00
request,6927,Higashi no Eden: Air Communication,completed,7,1,2012-12-07T18:08:22+00:00
request,6399,Higashi no Eden: Falling Down,completed,8,1,2012-12-07T18:08:36+00:00
request,8074,Highschool of the Dead,completed,7,12,2012-06-04T13:35:24+00:00
request,1977,Hijikata Toshizou: Shiro no Kiseki,completed,6,1,2008-08-28T12:25:24+00:00
request,135,Hikaru no Go,completed,9,75,2008-07-05T23:30:32+00:00
request,256,Hoshi no Koe,completed,7,1,2008-07-05T23:39:39+00:00
request,9760,Hoshi wo Ou Kodomo,completed,8,1,2012-12-07T18:13:25+00:00
request,578,Hotaru no Haka,completed,9,1,2008-07-05T23:39:53+00:00
request,10408,Hotarubi no Mori e,completed,8,1,2012-12-07T18:11:48+00:00
request,8426,Hourou Musuko,completed,7,11,2012-12-07T15:46:36+00:00
request,431,Howl no Ugoku Shiro,completed,8,1,2008-04-12T19:25:25+00:00
request,17,Hungry Heart: Wild Striker,completed,7,52,2008-04-12T19:25:40+00:00
request,136,Hunter x Hunter,completed,8,62,2013-01-08T18:55:40+00:00
